Song,Artist(s),year,Month,Day,pri_artist,sec_art_1,sec_art_2
Blurred Lines,"Robin Thicke , T.I. and Pharrell",2013,9,7,Robin Thicke ,T.I.,Pharrell
Roar,Katy Perry,2013,9,14,Katy Perry,None,None
Roar,Katy Perry,2013,9,21,Katy Perry,None,None
Wrecking Ball,Miley Cyrus,2013,9,28,Miley Cyrus,None,None
Wrecking Ball,Miley Cyrus,2013,10,5,Miley Cyrus,None,None
Royals,Lorde,2013,10,12,Lorde,None,None
Royals,Lorde,2013,10,19,Lorde,None,None
Royals,Lorde,2013,10,26,Lorde,None,None
Royals,Lorde,2013,11,2,Lorde,None,None
Royals,Lorde,2013,11,9,Lorde,None,None
Royals,Lorde,2013,11,16,Lorde,None,None
Royals,Lorde,2013,11,23,Lorde,None,None
Royals,Lorde,2013,11,30,Lorde,None,None
Royals,Lorde,2013,12,7,Lorde,None,None
Wrecking Ball,Miley Cyrus,2013,12,14,Miley Cyrus,None,None
The Monster,"Eminem , Rihanna",2013,12,21,Eminem ,Rihanna,None
The Monster,"Eminem , Rihanna",2013,12,28,Eminem ,Rihanna,None
The Monster,"Eminem , Rihanna",2014,1,4,Eminem ,Rihanna,None
The Monster,"Eminem , Rihanna",2014,1,11,Eminem ,Rihanna,None
Timber,"Pitbull , Kesha",2014,1,18,Pitbull ,Kesha,None
Timber,"Pitbull , Kesha",2014,1,25,Pitbull ,Kesha,None
Timber,"Pitbull , Kesha",2014,2,1,Pitbull ,Kesha,None
Dark Horse,"Katy Perry , Juicy J",2014,2,8,Katy Perry ,Juicy J,None
Dark Horse,"Katy Perry , Juicy J",2014,2,15,Katy Perry ,Juicy J,None
Dark Horse,"Katy Perry , Juicy J",2014,2,22,Katy Perry ,Juicy J,None
Dark Horse,"Katy Perry , Juicy J",2014,3,1,Katy Perry ,Juicy J,None
Happy [1],Pharrell Williams,2014,3,8,Pharrell Williams,None,None
Happy [1],Pharrell Williams,2014,3,15,Pharrell Williams,None,None
Happy [1],Pharrell Williams,2014,3,22,Pharrell Williams,None,None
Happy [1],Pharrell Williams,2014,3,29,Pharrell Williams,None,None
Happy [1],Pharrell Williams,2014,4,5,Pharrell Williams,None,None
Happy [1],Pharrell Williams,2014,4,12,Pharrell Williams,None,None
Happy [1],Pharrell Williams,2014,4,19,Pharrell Williams,None,None
Happy [1],Pharrell Williams,2014,4,26,Pharrell Williams,None,None
Happy [1],Pharrell Williams,2014,5,3,Pharrell Williams,None,None
Happy [1],Pharrell Williams,2014,5,10,Pharrell Williams,None,None
All of Me,John Legend,2014,5,17,John Legend,None,None
All of Me,John Legend,2014,5,24,John Legend,None,None
All of Me,John Legend,2014,5,31,John Legend,None,None
Fancy,"Iggy Azalea , Charli XCX",2014,6,7,Iggy Azalea ,Charli XCX,None
Fancy,"Iggy Azalea , Charli XCX",2014,6,14,Iggy Azalea ,Charli XCX,None
Fancy,"Iggy Azalea , Charli XCX",2014,6,21,Iggy Azalea ,Charli XCX,None
Fancy,"Iggy Azalea , Charli XCX",2014,6,28,Iggy Azalea ,Charli XCX,None
Fancy,"Iggy Azalea , Charli XCX",2014,7,5,Iggy Azalea ,Charli XCX,None
Fancy,"Iggy Azalea , Charli XCX",2014,7,12,Iggy Azalea ,Charli XCX,None
Fancy,"Iggy Azalea , Charli XCX",2014,7,19,Iggy Azalea ,Charli XCX,None
Rude,Magic!,2014,7,26,Magic!,None,None
Rude,Magic!,2014,8,2,Magic!,None,None
Rude,Magic!,2014,8,9,Magic!,None,None
Rude,Magic!,2014,8,16,Magic!,None,None
Rude,Magic!,2014,8,23,Magic!,None,None
Rude,Magic!,2014,8,30,Magic!,None,None
Shake It Off,Taylor Swift,2014,9,6,Taylor Swift,None,None
Shake It Off,Taylor Swift,2014,9,13,Taylor Swift,None,None
All About That Bass,Meghan Trainor,2014,9,20,Meghan Trainor,None,None
All About That Bass,Meghan Trainor,2014,9,27,Meghan Trainor,None,None
All About That Bass,Meghan Trainor,2014,10,4,Meghan Trainor,None,None
All About That Bass,Meghan Trainor,2014,10,11,Meghan Trainor,None,None
All About That Bass,Meghan Trainor,2014,10,18,Meghan Trainor,None,None
All About That Bass,Meghan Trainor,2014,10,25,Meghan Trainor,None,None
All About That Bass,Meghan Trainor,2014,11,1,Meghan Trainor,None,None
All About That Bass,Meghan Trainor,2014,11,8,Meghan Trainor,None,None
Shake It Off,Taylor Swift,2014,11,15,Taylor Swift,None,None
Shake It Off,Taylor Swift,2014,11,22,Taylor Swift,None,None
Blank Space,Taylor Swift,2014,11,29,Taylor Swift,None,None
Blank Space,Taylor Swift,2014,12,6,Taylor Swift,None,None
Blank Space,Taylor Swift,2014,12,13,Taylor Swift,None,None
Blank Space,Taylor Swift,2014,12,20,Taylor Swift,None,None
Blank Space,Taylor Swift,2014,12,27,Taylor Swift,None,None
Blank Space,Taylor Swift,2015,1,3,Taylor Swift,None,None
Blank Space,Taylor Swift,2015,1,10,Taylor Swift,None,None
Uptown Funk,"Mark Ronson , Bruno Mars",2015,1,17,Mark Ronson ,Bruno Mars,None
Uptown Funk,"Mark Ronson , Bruno Mars",2015,1,24,Mark Ronson ,Bruno Mars,None
Uptown Funk,"Mark Ronson , Bruno Mars",2015,1,31,Mark Ronson ,Bruno Mars,None
Uptown Funk,"Mark Ronson , Bruno Mars",2015,2,7,Mark Ronson ,Bruno Mars,None
Uptown Funk,"Mark Ronson , Bruno Mars",2015,2,14,Mark Ronson ,Bruno Mars,None
Uptown Funk,"Mark Ronson , Bruno Mars",2015,2,21,Mark Ronson ,Bruno Mars,None
Uptown Funk,"Mark Ronson , Bruno Mars",2015,2,28,Mark Ronson ,Bruno Mars,None
Uptown Funk,"Mark Ronson , Bruno Mars",2015,3,7,Mark Ronson ,Bruno Mars,None
Uptown Funk,"Mark Ronson , Bruno Mars",2015,3,14,Mark Ronson ,Bruno Mars,None
Uptown Funk,"Mark Ronson , Bruno Mars",2015,3,21,Mark Ronson ,Bruno Mars,None
Uptown Funk,"Mark Ronson , Bruno Mars",2015,3,28,Mark Ronson ,Bruno Mars,None
Uptown Funk,"Mark Ronson , Bruno Mars",2015,4,4,Mark Ronson ,Bruno Mars,None
Uptown Funk,"Mark Ronson , Bruno Mars",2015,4,11,Mark Ronson ,Bruno Mars,None
Uptown Funk,"Mark Ronson , Bruno Mars",2015,4,18,Mark Ronson ,Bruno Mars,None
See You Again,"Wiz Khalifa , Charlie Puth",2015,4,25,Wiz Khalifa ,Charlie Puth,None
See You Again,"Wiz Khalifa , Charlie Puth",2015,5,2,Wiz Khalifa ,Charlie Puth,None
See You Again,"Wiz Khalifa , Charlie Puth",2015,5,9,Wiz Khalifa ,Charlie Puth,None
See You Again,"Wiz Khalifa , Charlie Puth",2015,5,16,Wiz Khalifa ,Charlie Puth,None
See You Again,"Wiz Khalifa , Charlie Puth",2015,5,23,Wiz Khalifa ,Charlie Puth,None
See You Again,"Wiz Khalifa , Charlie Puth",2015,5,30,Wiz Khalifa ,Charlie Puth,None
Bad Blood,"Taylor Swift , Kendrick Lamar",2015,6,6,Taylor Swift ,Kendrick Lamar,None
See You Again,"Wiz Khalifa , Charlie Puth",2015,6,13,Wiz Khalifa ,Charlie Puth,None
See You Again,"Wiz Khalifa , Charlie Puth",2015,6,20,Wiz Khalifa ,Charlie Puth,None
See You Again,"Wiz Khalifa , Charlie Puth",2015,6,27,Wiz Khalifa ,Charlie Puth,None
See You Again,"Wiz Khalifa , Charlie Puth",2015,7,4,Wiz Khalifa ,Charlie Puth,None
See You Again,"Wiz Khalifa , Charlie Puth",2015,7,11,Wiz Khalifa ,Charlie Puth,None
See You Again,"Wiz Khalifa , Charlie Puth",2015,7,18,Wiz Khalifa ,Charlie Puth,None
Cheerleader,Omi,2015,7,25,Omi,None,None
Cheerleader,Omi,2015,8,1,Omi,None,None
Cheerleader,Omi,2015,8,8,Omi,None,None
Cheerleader,Omi,2015,8,15,Omi,None,None
Can't Feel My Face,The Weeknd,2015,8,22,The Weeknd,None,None
Cheerleader,Omi,2015,8,29,Omi,None,None
Cheerleader,Omi,2015,9,5,Omi,None,None
Can't Feel My Face,The Weeknd,2015,9,12,The Weeknd,None,None
What Do You Mean?,Justin Bieber,2015,9,19,Justin Bieber,None,None
Can't Feel My Face,The Weeknd,2015,9,26,The Weeknd,None,None
The Hills,The Weeknd,2015,10,3,The Weeknd,None,None
The Hills,The Weeknd,2015,10,10,The Weeknd,None,None
The Hills,The Weeknd,2015,10,17,The Weeknd,None,None
The Hills,The Weeknd,2015,10,24,The Weeknd,None,None
The Hills,The Weeknd,2015,10,31,The Weeknd,None,None
The Hills,The Weeknd,2015,11,7,The Weeknd,None,None
Hello,Adele,2015,11,14,Adele,None,None
Hello,Adele,2015,11,21,Adele,None,None
Hello,Adele,2015,11,28,Adele,None,None
Hello,Adele,2015,12,5,Adele,None,None
Hello,Adele,2015,12,12,Adele,None,None
Hello,Adele,2015,12,19,Adele,None,None
Hello,Adele,2015,12,26,Adele,None,None
Hello,Adele,2016,1,2,Adele,None,None
Hello,Adele,2016,1,9,Adele,None,None
Hello,Adele,2016,1,16,Adele,None,None
Sorry,Justin Bieber,2016,1,23,Justin Bieber,None,None
Sorry,Justin Bieber,2016,1,30,Justin Bieber,None,None
Sorry,Justin Bieber,2016,2,6,Justin Bieber,None,None
Love Yourself,Justin Bieber,2016,2,13,Justin Bieber,None,None
Pillowtalk,Zayn,2016,2,20,Zayn,None,None
Love Yourself,Justin Bieber,2016,2,27,Justin Bieber,None,None
Work,"Rihanna , Drake",2016,3,5,Rihanna ,Drake,None
Work,"Rihanna , Drake",2016,3,12,Rihanna ,Drake,None
Work,"Rihanna , Drake",2016,3,19,Rihanna ,Drake,None
Work,"Rihanna , Drake",2016,3,26,Rihanna ,Drake,None
Work,"Rihanna , Drake",2016,4,2,Rihanna ,Drake,None
Work,"Rihanna , Drake",2016,4,9,Rihanna ,Drake,None
Work,"Rihanna , Drake",2016,4,16,Rihanna ,Drake,None
Work,"Rihanna , Drake",2016,4,23,Rihanna ,Drake,None
Work,"Rihanna , Drake",2016,4,30,Rihanna ,Drake,None
Panda,Desiigner,2016,5,7,Desiigner,None,None
Panda,Desiigner,2016,5,14,Desiigner,None,None
One Dance,"Drake , Wizkid and Kyla",2016,5,21,Drake ,Wizkid,Kyla
Can't Stop the Feeling!,Justin Timberlake,2016,5,28,Justin Timberlake,None,None
One Dance,"Drake , Wizkid and Kyla",2016,6,4,Drake ,Wizkid,Kyla
One Dance,"Drake , Wizkid and Kyla",2016,6,11,Drake ,Wizkid,Kyla
One Dance,"Drake , Wizkid and Kyla",2016,6,18,Drake ,Wizkid,Kyla
One Dance,"Drake , Wizkid and Kyla",2016,6,25,Drake ,Wizkid,Kyla
One Dance,"Drake , Wizkid and Kyla",2016,7,2,Drake ,Wizkid,Kyla
One Dance,"Drake , Wizkid and Kyla",2016,7,9,Drake ,Wizkid,Kyla
One Dance,"Drake , Wizkid and Kyla",2016,7,16,Drake ,Wizkid,Kyla
One Dance,"Drake , Wizkid and Kyla",2016,7,23,Drake ,Wizkid,Kyla
One Dance,"Drake , Wizkid and Kyla",2016,7,30,Drake ,Wizkid,Kyla
Cheap Thrills,"Sia , Sean Paul",2016,8,6,Sia ,Sean Paul,None
Cheap Thrills,"Sia , Sean Paul",2016,8,13,Sia ,Sean Paul,None
Cheap Thrills,"Sia , Sean Paul",2016,8,20,Sia ,Sean Paul,None
Cheap Thrills,"Sia , Sean Paul",2016,8,27,Sia ,Sean Paul,None
Closer,"The Chainsmokers , Halsey",2016,9,3,The Chainsmokers ,Halsey,None
Closer,"The Chainsmokers , Halsey",2016,9,10,The Chainsmokers ,Halsey,None
Closer,"The Chainsmokers , Halsey",2016,9,17,The Chainsmokers ,Halsey,None
Closer,"The Chainsmokers , Halsey",2016,9,24,The Chainsmokers ,Halsey,None
Closer,"The Chainsmokers , Halsey",2016,10,1,The Chainsmokers ,Halsey,None
Closer,"The Chainsmokers , Halsey",2016,10,8,The Chainsmokers ,Halsey,None
Closer,"The Chainsmokers , Halsey",2016,10,15,The Chainsmokers ,Halsey,None
Closer,"The Chainsmokers , Halsey",2016,10,22,The Chainsmokers ,Halsey,None
Closer,"The Chainsmokers , Halsey",2016,10,29,The Chainsmokers ,Halsey,None
Closer,"The Chainsmokers , Halsey",2016,11,5,The Chainsmokers ,Halsey,None
Closer,"The Chainsmokers , Halsey",2016,11,12,The Chainsmokers ,Halsey,None
Closer,"The Chainsmokers , Halsey",2016,11,19,The Chainsmokers ,Halsey,None
Black Beatles,"Rae Sremmurd , Gucci Mane",2016,11,26,Rae Sremmurd ,Gucci Mane,None
Black Beatles,"Rae Sremmurd , Gucci Mane",2016,12,3,Rae Sremmurd ,Gucci Mane,None
Black Beatles,"Rae Sremmurd , Gucci Mane",2016,12,10,Rae Sremmurd ,Gucci Mane,None
Black Beatles,"Rae Sremmurd , Gucci Mane",2016,12,17,Rae Sremmurd ,Gucci Mane,None
Black Beatles,"Rae Sremmurd , Gucci Mane",2016,12,24,Rae Sremmurd ,Gucci Mane,None
Black Beatles,"Rae Sremmurd , Gucci Mane",2016,12,31,Rae Sremmurd ,Gucci Mane,None
Starboy,"The Weeknd , Daft Punk",2017,1,7,The Weeknd ,Daft Punk,None
Black Beatles,"Rae Sremmurd , Gucci Mane",2017,1,14,Rae Sremmurd ,Gucci Mane,None
Bad and Boujee,"Migos , Lil Uzi Vert",2017,1,21,Migos ,Lil Uzi Vert,None
Shape of You,Ed Sheeran,2017,1,28,Ed Sheeran,None,None
Bad and Boujee,"Migos , Lil Uzi Vert",2017,2,4,Migos ,Lil Uzi Vert,None
Bad and Boujee,"Migos , Lil Uzi Vert",2017,2,11,Migos ,Lil Uzi Vert,None
Shape of You,Ed Sheeran,2017,2,18,Ed Sheeran,None,None
Shape of You,Ed Sheeran,2017,2,25,Ed Sheeran,None,None
Shape of You,Ed Sheeran,2017,3,4,Ed Sheeran,None,None
Shape of You,Ed Sheeran,2017,3,11,Ed Sheeran,None,None
Shape of You,Ed Sheeran,2017,3,18,Ed Sheeran,None,None
Shape of You,Ed Sheeran,2017,3,25,Ed Sheeran,None,None
Shape of You,Ed Sheeran,2017,4,1,Ed Sheeran,None,None
Shape of You,Ed Sheeran,2017,4,8,Ed Sheeran,None,None
Shape of You,Ed Sheeran,2017,4,15,Ed Sheeran,None,None
Shape of You,Ed Sheeran,2017,4,22,Ed Sheeran,None,None
Shape of You,Ed Sheeran,2017,4,29,Ed Sheeran,None,None
Humble,Kendrick Lamar,2017,5,6,Kendrick Lamar,None,None
That's What I Like,Bruno Mars,2017,5,13,Bruno Mars,None,None
I'm the One,"DJ Khaled , Justin Bieber, Quavo, Chance the Rapper and Lil Wayne",2017,5,20,DJ Khaled ,Justin Bieber,None
Despacito,"Luis Fonsi and Daddy Yankee , Justin Bieber",2017,5,27,Luis Fonsi and Daddy Yankee ,Justin Bieber,None
Despacito,"Luis Fonsi and Daddy Yankee , Justin Bieber",2017,6,3,Luis Fonsi and Daddy Yankee ,Justin Bieber,None
Despacito,"Luis Fonsi and Daddy Yankee , Justin Bieber",2017,6,10,Luis Fonsi and Daddy Yankee ,Justin Bieber,None
Despacito,"Luis Fonsi and Daddy Yankee , Justin Bieber",2017,6,17,Luis Fonsi and Daddy Yankee ,Justin Bieber,None
Despacito,"Luis Fonsi and Daddy Yankee , Justin Bieber",2017,6,24,Luis Fonsi and Daddy Yankee ,Justin Bieber,None
Despacito,"Luis Fonsi and Daddy Yankee , Justin Bieber",2017,7,1,Luis Fonsi and Daddy Yankee ,Justin Bieber,None
Despacito,"Luis Fonsi and Daddy Yankee , Justin Bieber",2017,7,8,Luis Fonsi and Daddy Yankee ,Justin Bieber,None
Despacito,"Luis Fonsi and Daddy Yankee , Justin Bieber",2017,7,15,Luis Fonsi and Daddy Yankee ,Justin Bieber,None
Despacito,"Luis Fonsi and Daddy Yankee , Justin Bieber",2017,7,22,Luis Fonsi and Daddy Yankee ,Justin Bieber,None
Despacito,"Luis Fonsi and Daddy Yankee , Justin Bieber",2017,7,29,Luis Fonsi and Daddy Yankee ,Justin Bieber,None
Despacito,"Luis Fonsi and Daddy Yankee , Justin Bieber",2017,8,5,Luis Fonsi and Daddy Yankee ,Justin Bieber,None
Despacito,"Luis Fonsi and Daddy Yankee , Justin Bieber",2017,8,12,Luis Fonsi and Daddy Yankee ,Justin Bieber,None
Despacito,"Luis Fonsi and Daddy Yankee , Justin Bieber",2017,8,19,Luis Fonsi and Daddy Yankee ,Justin Bieber,None
Despacito,"Luis Fonsi and Daddy Yankee , Justin Bieber",2017,8,26,Luis Fonsi and Daddy Yankee ,Justin Bieber,None
Despacito,"Luis Fonsi and Daddy Yankee , Justin Bieber",2017,9,2,Luis Fonsi and Daddy Yankee ,Justin Bieber,None
Despacito,"Luis Fonsi and Daddy Yankee , Justin Bieber",2017,9,9,Luis Fonsi and Daddy Yankee ,Justin Bieber,None
Look What You Made Me Do,Taylor Swift,2017,9,16,Taylor Swift,None,None
Look What You Made Me Do,Taylor Swift,2017,9,23,Taylor Swift,None,None
Look What You Made Me Do,Taylor Swift,2017,9,30,Taylor Swift,None,None
Bodak Yellow,Cardi B,2017,10,7,Cardi B,None,None
Bodak Yellow,Cardi B,2017,10,14,Cardi B,None,None
Bodak Yellow,Cardi B,2017,10,21,Cardi B,None,None
Rockstar,"Post Malone , 21 Savage",2017,10,28,Post Malone ,21 Savage,None
Rockstar,"Post Malone , 21 Savage",2017,11,4,Post Malone ,21 Savage,None
Rockstar,"Post Malone , 21 Savage",2017,11,11,Post Malone ,21 Savage,None
Rockstar,"Post Malone , 21 Savage",2017,11,18,Post Malone ,21 Savage,None
Rockstar,"Post Malone , 21 Savage",2017,11,25,Post Malone ,21 Savage,None
Rockstar,"Post Malone , 21 Savage",2017,12,2,Post Malone ,21 Savage,None
Rockstar,"Post Malone , 21 Savage",2017,12,9,Post Malone ,21 Savage,None
Rockstar,"Post Malone , 21 Savage",2017,12,16,Post Malone ,21 Savage,None
Perfect,Ed Sheeran and Beyoncé,2017,12,23,Ed Sheeran and Beyoncé,None,None
Perfect,Ed Sheeran and Beyoncé,2017,12,30,Ed Sheeran and Beyoncé,None,None
Perfect,Ed Sheeran and Beyoncé,2018,1,3,Ed Sheeran and Beyoncé,None,None
Perfect,Ed Sheeran and Beyoncé,2018,1,6,Ed Sheeran and Beyoncé,None,None
Perfect,Ed Sheeran and Beyoncé,2018,1,13,Ed Sheeran and Beyoncé,None,None
Perfect,Ed Sheeran[a],2018,1,20,Ed Sheeran[a],None,None
Havana,"Camila Cabello , Young Thug",2018,1,27,Camila Cabello ,Young Thug,None
God's Plan,Drake,2018,2,3,Drake,None,None
God's Plan,Drake,2018,2,10,Drake,None,None
God's Plan,Drake,2018,2,17,Drake,None,None
God's Plan,Drake,2018,2,24,Drake,None,None
God's Plan,Drake,2018,3,3,Drake,None,None
God's Plan,Drake,2018,3,10,Drake,None,None
God's Plan,Drake,2018,3,17,Drake,None,None
God's Plan,Drake,2018,3,24,Drake,None,None
God's Plan,Drake,2018,3,31,Drake,None,None
God's Plan,Drake,2018,4,7,Drake,None,None
God's Plan,Drake,2018,4,14,Drake,None,None
Nice for What,Drake,2018,4,21,Drake,None,None
Nice for What,Drake,2018,4,28,Drake,None,None
Nice for What,Drake,2018,5,5,Drake,None,None
Nice for What,Drake,2018,5,12,Drake,None,None
This Is America,Childish Gambino,2018,5,19,Childish Gambino,None,None
This Is America,Childish Gambino,2018,5,26,Childish Gambino,None,None
Nice for What,Drake,2018,6,2,Drake,None,None
Nice for What,Drake,2018,6,9,Drake,None,None
Psycho,"Post Malone , Ty Dolla Sign",2018,6,16,Post Malone ,Ty Dolla Sign,None
Nice for What,Drake,2018,6,23,Drake,None,None
Sad!,XXXTentacion,2018,6,30,XXXTentacion,None,None
I Like It,"Cardi B, Bad Bunny and J Balvin",2018,7,7,Cardi B,Bad Bunny,J Balvin
Nice for What,Drake,2018,7,14,Drake,None,None
In My Feelings,Drake,2018,7,21,Drake,None,None
In My Feelings,Drake,2018,7,28,Drake,None,None
In My Feelings,Drake,2018,8,4,Drake,None,None
In My Feelings,Drake,2018,8,11,Drake,None,None
In My Feelings,Drake,2018,8,18,Drake,None,None
In My Feelings,Drake,2018,8,25,Drake,None,None
In My Feelings,Drake,2018,9,1,Drake,None,None
In My Feelings,Drake,2018,9,8,Drake,None,None
In My Feelings,Drake,2018,9,15,Drake,None,None
In My Feelings,Drake,2018,9,22,Drake,None,None
Girls Like You,"Maroon 5 , Cardi B",2018,9,29,Maroon 5 ,Cardi B,None
Girls Like You,"Maroon 5 , Cardi B",2018,10,6,Maroon 5 ,Cardi B,None
Girls Like You,"Maroon 5 , Cardi B",2018,10,13,Maroon 5 ,Cardi B,None
Girls Like You,"Maroon 5 , Cardi B",2018,10,20,Maroon 5 ,Cardi B,None
Girls Like You,"Maroon 5 , Cardi B",2018,10,27,Maroon 5 ,Cardi B,None
Girls Like You,"Maroon 5 , Cardi B",2018,11,3,Maroon 5 ,Cardi B,None
Girls Like You,"Maroon 5 , Cardi B",2018,11,10,Maroon 5 ,Cardi B,None
"Thank U, Next",Ariana Grande,2018,11,17,Ariana Grande,None,None
"Thank U, Next",Ariana Grande,2018,11,24,Ariana Grande,None,None
"Thank U, Next",Ariana Grande,2018,12,1,Ariana Grande,None,None
Sicko Mode,Travis Scott,2018,12,8,Travis Scott,None,None
"Thank U, Next",Ariana Grande,2018,12,15,Ariana Grande,None,None
"Thank U, Next",Ariana Grande,2018,12,22,Ariana Grande,None,None
"Thank U, Next",Ariana Grande,2018,12,29,Ariana Grande,None,None
"Thank U, Next",Ariana Grande,2019,1,5,Ariana Grande,None,None
Without Me,Halsey,2019,1,12,Halsey,None,None
Sunflower,Post Malone and Swae Lee,2019,1,19,Post Malone and Swae Lee,None,None
Without Me,Halsey,2019,1,26,Halsey,None,None
7 Rings,Ariana Grande,2019,2,2,Ariana Grande,None,None
7 Rings,Ariana Grande,2019,2,9,Ariana Grande,None,None
7 Rings,Ariana Grande,2019,2,16,Ariana Grande,None,None
7 Rings,Ariana Grande,2019,2,23,Ariana Grande,None,None
7 Rings,Ariana Grande,2019,3,2,Ariana Grande,None,None
Shallow,Lady Gaga and Bradley Cooper,2019,3,9,Lady Gaga and Bradley Cooper,None,None
Sucker,Jonas Brothers,2019,3,16,Jonas Brothers,None,None
7 Rings,Ariana Grande,2019,3,23,Ariana Grande,None,None
7 Rings,Ariana Grande,2019,3,30,Ariana Grande,None,None
7 Rings,Ariana Grande,2019,4,6,Ariana Grande,None,None
Old Town Road,Lil Nas X,2019,4,13,Lil Nas X,None,None
Old Town Road,"Lil Nas X , Billy Ray Cyrus[a]",2019,4,20,Lil Nas X ,Billy Ray Cyrus[a],None
Old Town Road,"Lil Nas X , Billy Ray Cyrus[a]",2019,4,27,Lil Nas X ,Billy Ray Cyrus[a],None
Old Town Road,"Lil Nas X , Billy Ray Cyrus[a]",2019,5,4,Lil Nas X ,Billy Ray Cyrus[a],None
Old Town Road,"Lil Nas X , Billy Ray Cyrus[a]",2019,5,11,Lil Nas X ,Billy Ray Cyrus[a],None
Old Town Road,"Lil Nas X , Billy Ray Cyrus[a]",2019,5,18,Lil Nas X ,Billy Ray Cyrus[a],None
Old Town Road,"Lil Nas X , Billy Ray Cyrus[a]",2019,5,25,Lil Nas X ,Billy Ray Cyrus[a],None
Old Town Road,"Lil Nas X , Billy Ray Cyrus[a]",2019,6,1,Lil Nas X ,Billy Ray Cyrus[a],None
Old Town Road,"Lil Nas X , Billy Ray Cyrus[a]",2019,6,8,Lil Nas X ,Billy Ray Cyrus[a],None
Old Town Road,"Lil Nas X , Billy Ray Cyrus[a]",2019,6,15,Lil Nas X ,Billy Ray Cyrus[a],None
Old Town Road,"Lil Nas X , Billy Ray Cyrus[a]",2019,6,22,Lil Nas X ,Billy Ray Cyrus[a],None
Old Town Road,"Lil Nas X , Billy Ray Cyrus[a]",2019,6,29,Lil Nas X ,Billy Ray Cyrus[a],None
Old Town Road,"Lil Nas X , Billy Ray Cyrus[a]",2019,7,6,Lil Nas X ,Billy Ray Cyrus[a],None
Old Town Road,"Lil Nas X , Billy Ray Cyrus[a]",2019,7,13,Lil Nas X ,Billy Ray Cyrus[a],None
Old Town Road,"Lil Nas X , Billy Ray Cyrus[a]",2019,7,20,Lil Nas X ,Billy Ray Cyrus[a],None
Old Town Road,"Lil Nas X , Billy Ray Cyrus[a]",2019,7,27,Lil Nas X ,Billy Ray Cyrus[a],None
Old Town Road,"Lil Nas X , Billy Ray Cyrus[a]",2019,8,3,Lil Nas X ,Billy Ray Cyrus[a],None
Old Town Road,"Lil Nas X , Billy Ray Cyrus[a]",2019,8,10,Lil Nas X ,Billy Ray Cyrus[a],None
Old Town Road,"Lil Nas X , Billy Ray Cyrus[a]",2019,8,17,Lil Nas X ,Billy Ray Cyrus[a],None
Bad Guy,Billie Eilish,2019,8,24,Billie Eilish,None,None
Señorita,Shawn Mendes and Camila Cabello,2019,8,31,Shawn Mendes and Camila Cabello,None,None
Truth Hurts,Lizzo,2019,9,7,Lizzo,None,None
Truth Hurts,Lizzo,2019,9,14,Lizzo,None,None
Truth Hurts,Lizzo,2019,9,21,Lizzo,None,None
Truth Hurts,Lizzo,2019,9,28,Lizzo,None,None
Truth Hurts,Lizzo,2019,10,5,Lizzo,None,None
Truth Hurts,Lizzo,2019,10,12,Lizzo,None,None
Highest in the Room,Travis Scott,2019,10,19,Travis Scott,None,None
Truth Hurts,Lizzo,2019,10,26,Lizzo,None,None
Someone You Loved,Lewis Capaldi,2019,11,2,Lewis Capaldi,None,None
Lose You to Love Me,Selena Gomez,2019,11,9,Selena Gomez,None,None
Someone You Loved,Lewis Capaldi,2019,11,16,Lewis Capaldi,None,None
Someone You Loved,Lewis Capaldi,2019,11,23,Lewis Capaldi,None,None
Circles,Post Malone,2019,11,30,Post Malone,None,None
Circles,Post Malone,2019,12,7,Post Malone,None,None
Heartless,The Weeknd,2019,12,14,The Weeknd,None,None
All I Want for Christmas Is You,Mariah Carey,2019,12,21,Mariah Carey,None,None
All I Want for Christmas Is You,Mariah Carey,2019,12,28,Mariah Carey,None,None
All I Want for Christmas Is You,Mariah Carey,2020,1,4,Mariah Carey,None,None
Circles,Post Malone,2020,1,11,Post Malone,None,None
The Box,Roddy Ricch,2020,1,18,Roddy Ricch,None,None
The Box,Roddy Ricch,2020,1,25,Roddy Ricch,None,None
The Box,Roddy Ricch,2020,2,1,Roddy Ricch,None,None
The Box,Roddy Ricch,2020,2,8,Roddy Ricch,None,None
The Box,Roddy Ricch,2020,2,15,Roddy Ricch,None,None
The Box,Roddy Ricch,2020,2,22,Roddy Ricch,None,None
The Box,Roddy Ricch,2020,2,29,Roddy Ricch,None,None
The Box,Roddy Ricch,2020,3,7,Roddy Ricch,None,None
The Box,Roddy Ricch,2020,3,14,Roddy Ricch,None,None
The Box,Roddy Ricch,2020,3,21,Roddy Ricch,None,None
The Box,Roddy Ricch,2020,3,28,Roddy Ricch,None,None
Blinding Lights,The Weeknd,2020,4,4,The Weeknd,None,None
Blinding Lights,The Weeknd,2020,4,11,The Weeknd,None,None
Toosie Slide,Drake,2020,4,18,Drake,None,None
Blinding Lights,The Weeknd,2020,4,25,The Weeknd,None,None
Blinding Lights,The Weeknd,2020,5,2,The Weeknd,None,None
The Scotts,"The Scotts,[a] Travis Scott and Kid Cudi",2020,5,9,The Scotts,[a] Travis Scott,Kid Cudi
Say So,"Doja Cat , Nicki Minaj",2020,5,16,Doja Cat ,Nicki Minaj,None
Stuck with U,Ariana Grande and Justin Bieber,2020,5,23,Ariana Grande and Justin Bieber,None,None
