Song,Artist(s),year,Month,Day,pri_artist,sec_art_1,sec_art_2
Don't You (Forget About Me),Simple Minds,1985,5,18,Simple Minds,None,None
Everything She Wants,Wham!,1985,5,25,Wham!,None,None
Everything She Wants,Wham!,1985,6,1,Wham!,None,None
Everybody Wants to Rule the World,Tears for Fears,1985,6,8,Tears for Fears,None,None
Everybody Wants to Rule the World,Tears for Fears,1985,6,15,Tears for Fears,None,None
Heaven,Bryan Adams,1985,6,22,Bryan Adams,None,None
Heaven,Bryan Adams,1985,6,29,Bryan Adams,None,None
Sussudio,Phil Collins,1985,7,6,Phil Collins,None,None
A View to a Kill,Duran Duran,1985,7,13,Duran Duran,None,None
A View to a Kill,Duran Duran,1985,7,20,Duran Duran,None,None
Everytime You Go Away,Paul Young,1985,7,27,Paul Young,None,None
Shout,Tears for Fears,1985,8,3,Tears for Fears,None,None
Shout,Tears for Fears,1985,8,10,Tears for Fears,None,None
Shout,Tears for Fears,1985,8,17,Tears for Fears,None,None
The Power of Love,Huey Lewis and the News,1985,8,24,Huey Lewis and the News,None,None
The Power of Love,Huey Lewis and the News,1985,8,31,Huey Lewis and the News,None,None
St. Elmo's Fire (Man in Motion),John Parr,1985,9,7,John Parr,None,None
St. Elmo's Fire (Man in Motion),John Parr,1985,9,14,John Parr,None,None
Money for Nothing,Dire Straits,1985,9,21,Dire Straits,None,None
Money for Nothing,Dire Straits,1985,9,28,Dire Straits,None,None
Money for Nothing,Dire Straits,1985,10,5,Dire Straits,None,None
Oh Sheila,Ready for the World,1985,10,12,Ready for the World,None,None
Take On Me,a-ha,1985,10,19,a-ha,None,None
Saving All My Love for You,Whitney Houston,1985,10,26,Whitney Houston,None,None
Part-Time Lover,Stevie Wonder,1985,11,2,Stevie Wonder,None,None
Miami Vice Theme,Jan Hammer,1985,11,9,Jan Hammer,None,None
We Built This City,Starship,1985,11,16,Starship,None,None
We Built This City,Starship,1985,11,23,Starship,None,None
Separate Lives,Phil Collins and Marilyn Martin,1985,11,30,Phil Collins and Marilyn Martin,None,None
Broken Wings,Mr. Mister,1985,12,7,Mr. Mister,None,None
Broken Wings,Mr. Mister,1985,12,14,Mr. Mister,None,None
"Say You, Say Me",Lionel Richie,1985,12,21,Lionel Richie,None,None
"Say You, Say Me",Lionel Richie,1985,12,28,Lionel Richie,None,None
"Say You, Say Me",Lionel Richie,1986,1,4,Lionel Richie,None,None
"Say You, Say Me",Lionel Richie,1986,1,11,Lionel Richie,None,None
That's What Friends Are For,Dionne and Friends,1986,1,18,Dionne and Friends,None,None
That's What Friends Are For,Dionne and Friends,1986,1,25,Dionne and Friends,None,None
That's What Friends Are For,Dionne and Friends,1986,2,1,Dionne and Friends,None,None
That's What Friends Are For,Dionne and Friends,1986,2,8,Dionne and Friends,None,None
How Will I Know,Whitney Houston,1986,2,15,Whitney Houston,None,None
How Will I Know,Whitney Houston,1986,2,22,Whitney Houston,None,None
Kyrie,Mr. Mister,1986,3,1,Mr. Mister,None,None
Kyrie,Mr. Mister,1986,3,8,Mr. Mister,None,None
Sara,Starship,1986,3,15,Starship,None,None
These Dreams,Heart,1986,3,22,Heart,None,None
Rock Me Amadeus,Falco,1986,3,29,Falco,None,None
Rock Me Amadeus,Falco,1986,4,5,Falco,None,None
Rock Me Amadeus,Falco,1986,4,12,Falco,None,None
Kiss,Prince and the Revolution,1986,4,19,Prince and the Revolution,None,None
Kiss,Prince and the Revolution,1986,4,26,Prince and the Revolution,None,None
Addicted to Love,Robert Palmer,1986,5,3,Robert Palmer,None,None
West End Girls,Pet Shop Boys,1986,5,10,Pet Shop Boys,None,None
Greatest Love of All,Whitney Houston,1986,5,17,Whitney Houston,None,None
Greatest Love of All,Whitney Houston,1986,5,24,Whitney Houston,None,None
Greatest Love of All,Whitney Houston,1986,5,31,Whitney Houston,None,None
Live to Tell,Madonna,1986,6,7,Madonna,None,None
On My Own,Patti LaBelle and Michael McDonald,1986,6,14,Patti LaBelle and Michael McDonald,None,None
On My Own,Patti LaBelle and Michael McDonald,1986,6,21,Patti LaBelle and Michael McDonald,None,None
On My Own,Patti LaBelle and Michael McDonald,1986,6,28,Patti LaBelle and Michael McDonald,None,None
There'll Be Sad Songs (To Make You Cry),Billy Ocean,1986,7,5,Billy Ocean,None,None
Holding Back the Years,Simply Red,1986,7,12,Simply Red,None,None
Invisible Touch,Genesis,1986,7,19,Genesis,None,None
Sledgehammer,Peter Gabriel,1986,7,26,Peter Gabriel,None,None
Glory of Love,Peter Cetera,1986,8,2,Peter Cetera,None,None
Glory of Love,Peter Cetera,1986,8,9,Peter Cetera,None,None
Papa Don't Preach,Madonna,1986,8,16,Madonna,None,None
Papa Don't Preach,Madonna,1986,8,23,Madonna,None,None
Higher Love,Steve Winwood,1986,8,30,Steve Winwood,None,None
Venus,Bananarama,1986,9,6,Bananarama,None,None
Take My Breath Away,Berlin,1986,9,13,Berlin,None,None
Stuck with You,Huey Lewis and the News,1986,9,20,Huey Lewis and the News,None,None
Stuck with You,Huey Lewis and the News,1986,9,27,Huey Lewis and the News,None,None
Stuck with You,Huey Lewis and the News,1986,10,4,Huey Lewis and the News,None,None
When I Think of You,Janet Jackson,1986,10,11,Janet Jackson,None,None
When I Think of You,Janet Jackson,1986,10,18,Janet Jackson,None,None
True Colors,Cyndi Lauper,1986,10,25,Cyndi Lauper,None,None
True Colors,Cyndi Lauper,1986,11,1,Cyndi Lauper,None,None
Amanda,Boston,1986,11,8,Boston,None,None
Amanda,Boston,1986,11,15,Boston,None,None
Human,The Human League,1986,11,22,The Human League,None,None
You Give Love a Bad Name,Bon Jovi,1986,11,29,Bon Jovi,None,None
The Next Time I Fall,Peter Cetera and Amy Grant,1986,12,6,Peter Cetera and Amy Grant,None,None
The Way It Is,Bruce Hornsby & the Range,1986,12,13,Bruce Hornsby & the Range,None,None
Walk Like an Egyptian,The Bangles,1986,12,20,The Bangles,None,None
Walk Like an Egyptian,The Bangles,1986,12,27,The Bangles,None,None
Walk Like an Egyptian,The Bangles,1987,1,3,The Bangles,None,None
Walk Like an Egyptian,The Bangles,1987,1,10,The Bangles,None,None
Shake You Down,Gregory Abbott,1987,1,17,Gregory Abbott,None,None
At This Moment,Billy Vera and the Beaters,1987,1,24,Billy Vera and the Beaters,None,None
At This Moment,Billy Vera and the Beaters,1987,1,31,Billy Vera and the Beaters,None,None
Open Your Heart,Madonna,1987,2,7,Madonna,None,None
Livin' on a Prayer,Bon Jovi,1987,2,14,Bon Jovi,None,None
Livin' on a Prayer,Bon Jovi,1987,2,21,Bon Jovi,None,None
Livin' on a Prayer,Bon Jovi,1987,2,28,Bon Jovi,None,None
Livin' on a Prayer,Bon Jovi,1987,3,7,Bon Jovi,None,None
Jacob's Ladder,Huey Lewis and the News,1987,3,14,Huey Lewis and the News,None,None
Lean on Me,Club Nouveau,1987,3,21,Club Nouveau,None,None
Lean on Me,Club Nouveau,1987,3,28,Club Nouveau,None,None
Nothing's Gonna Stop Us Now,Starship,1987,4,4,Starship,None,None
Nothing's Gonna Stop Us Now,Starship,1987,4,11,Starship,None,None
I Knew You Were Waiting (For Me),Aretha Franklin and George Michael,1987,4,18,Aretha Franklin and George Michael,None,None
I Knew You Were Waiting (For Me),Aretha Franklin and George Michael,1987,4,25,Aretha Franklin and George Michael,None,None
(I Just) Died in Your Arms,Cutting Crew,1987,5,2,Cutting Crew,None,None
(I Just) Died in Your Arms,Cutting Crew,1987,5,9,Cutting Crew,None,None
With or Without You,U2,1987,5,16,U2,None,None
With or Without You,U2,1987,5,23,U2,None,None
With or Without You,U2,1987,5,30,U2,None,None
You Keep Me Hangin' On,Kim Wilde,1987,6,6,Kim Wilde,None,None
Always,Atlantic Starr,1987,6,13,Atlantic Starr,None,None
Head to Toe,Lisa Lisa and Cult Jam,1987,6,20,Lisa Lisa and Cult Jam,None,None
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,1987,6,27,Whitney Houston,None,None
I Wanna Dance with Somebody (Who Loves Me),Whitney Houston,1987,7,4,Whitney Houston,None,None
Alone,Heart,1987,7,11,Heart,None,None
Alone,Heart,1987,7,18,Heart,None,None
Alone,Heart,1987,7,25,Heart,None,None
Shakedown,Bob Seger,1987,8,1,Bob Seger,None,None
I Still Haven't Found What I'm Looking For,U2,1987,8,8,U2,None,None
I Still Haven't Found What I'm Looking For,U2,1987,8,15,U2,None,None
Who's That Girl,Madonna,1987,8,22,Madonna,None,None
La Bamba,Los Lobos,1987,8,29,Los Lobos,None,None
La Bamba,Los Lobos,1987,9,5,Los Lobos,None,None
La Bamba,Los Lobos,1987,9,12,Los Lobos,None,None
I Just Can't Stop Loving You,Michael Jackson with Siedah Garrett,1987,9,19,Michael Jackson with Siedah Garrett,None,None
Didn't We Almost Have It All,Whitney Houston,1987,9,26,Whitney Houston,None,None
Didn't We Almost Have It All,Whitney Houston,1987,10,3,Whitney Houston,None,None
Here I Go Again,Whitesnake,1987,10,10,Whitesnake,None,None
Lost in Emotion,Lisa Lisa and Cult Jam,1987,10,17,Lisa Lisa and Cult Jam,None,None
Bad,Michael Jackson,1987,10,24,Michael Jackson,None,None
Bad,Michael Jackson,1987,10,31,Michael Jackson,None,None
I Think We're Alone Now,Tiffany,1987,11,7,Tiffany,None,None
I Think We're Alone Now,Tiffany,1987,11,14,Tiffany,None,None
Mony Mony,Billy Idol,1987,11,21,Billy Idol,None,None
(I've Had) The Time of My Life,Bill Medley and Jennifer Warnes,1987,11,28,Bill Medley and Jennifer Warnes,None,None
Heaven Is a Place on Earth,Belinda Carlisle,1987,12,5,Belinda Carlisle,None,None
Faith,George Michael,1987,12,12,George Michael,None,None
Faith,George Michael,1987,12,19,George Michael,None,None
Faith,George Michael,1987,12,26,George Michael,None,None
Faith,George Michael,1988,1,2,George Michael,None,None
So Emotional,Whitney Houston,1988,1,9,Whitney Houston,None,None
Got My Mind Set on You,George Harrison,1988,1,16,George Harrison,None,None
The Way You Make Me Feel,Michael Jackson,1988,1,23,Michael Jackson,None,None
Need You Tonight,INXS,1988,1,30,INXS,None,None
Could've Been,Tiffany,1988,2,6,Tiffany,None,None
Could've Been,Tiffany,1988,2,13,Tiffany,None,None
Seasons Change,Exposé,1988,2,20,Exposé,None,None
Father Figure,George Michael,1988,2,27,George Michael,None,None
Father Figure,George Michael,1988,3,5,George Michael,None,None
Never Gonna Give You Up,Rick Astley,1988,3,12,Rick Astley,None,None
Never Gonna Give You Up,Rick Astley,1988,3,19,Rick Astley,None,None
Man in the Mirror,Michael Jackson,1988,3,26,Michael Jackson,None,None
Man in the Mirror,Michael Jackson,1988,4,2,Michael Jackson,None,None
"Get Outta My Dreams, Get into My Car",Billy Ocean,1988,4,9,Billy Ocean,None,None
"Get Outta My Dreams, Get into My Car",Billy Ocean,1988,4,16,Billy Ocean,None,None
Where Do Broken Hearts Go,Whitney Houston,1988,4,23,Whitney Houston,None,None
Where Do Broken Hearts Go,Whitney Houston,1988,4,30,Whitney Houston,None,None
Wishing Well,Terence Trent D'Arby,1988,5,7,Terence Trent D'Arby,None,None
Anything for You,Gloria Estefan and Miami Sound Machine,1988,5,14,Gloria Estefan and Miami Sound Machine,None,None
Anything for You,Gloria Estefan and Miami Sound Machine,1988,5,21,Gloria Estefan and Miami Sound Machine,None,None
One More Try,George Michael,1988,5,28,George Michael,None,None
One More Try,George Michael,1988,6,4,George Michael,None,None
One More Try,George Michael,1988,6,11,George Michael,None,None
Together Forever,Rick Astley,1988,6,18,Rick Astley,None,None
Foolish Beat,Debbie Gibson,1988,6,25,Debbie Gibson,None,None
Dirty Diana,Michael Jackson,1988,7,2,Michael Jackson,None,None
The Flame,Cheap Trick,1988,7,9,Cheap Trick,None,None
The Flame,Cheap Trick,1988,7,16,Cheap Trick,None,None
Hold On to the Nights,Richard Marx,1988,7,23,Richard Marx,None,None
Roll With It,Steve Winwood,1988,7,30,Steve Winwood,None,None
Roll With It,Steve Winwood,1988,8,6,Steve Winwood,None,None
Roll With It,Steve Winwood,1988,8,13,Steve Winwood,None,None
Roll With It,Steve Winwood,1988,8,20,Steve Winwood,None,None
Monkey,George Michael,1988,8,27,George Michael,None,None
Monkey,George Michael,1988,9,3,George Michael,None,None
Sweet Child o' Mine,Guns N' Roses,1988,9,10,Guns N' Roses,None,None
Sweet Child o' Mine,Guns N' Roses,1988,9,17,Guns N' Roses,None,None
"Don't Worry, Be Happy",Bobby McFerrin,1988,9,24,Bobby McFerrin,None,None
"Don't Worry, Be Happy",Bobby McFerrin,1988,10,1,Bobby McFerrin,None,None
Love Bites,Def Leppard,1988,10,8,Def Leppard,None,None
Red Red Wine,UB40,1988,10,15,UB40,None,None
A Groovy Kind of Love,Phil Collins,1988,10,22,Phil Collins,None,None
A Groovy Kind of Love,Phil Collins,1988,10,29,Phil Collins,None,None
Kokomo,The Beach Boys,1988,11,5,The Beach Boys,None,None
"Wild, Wild West",The Escape Club,1988,11,12,The Escape Club,None,None
Bad Medicine,Bon Jovi,1988,11,19,Bon Jovi,None,None
Bad Medicine,Bon Jovi,1988,11,26,Bon Jovi,None,None
"Baby, I Love Your Way/Freebird Medley",Will to Power,1988,12,3,Will to Power,None,None
Look Away,Chicago,1988,12,10,Chicago,None,None
Look Away,Chicago,1988,12,17,Chicago,None,None
Every Rose Has Its Thorn,Poison,1988,12,24,Poison,None,None
Every Rose Has Its Thorn,Poison,1988,12,31,Poison,None,None
Every Rose Has Its Thorn,Poison,1989,1,7,Poison,None,None
My Prerogative,Bobby Brown,1989,1,14,Bobby Brown,None,None
Two Hearts,Phil Collins,1989,1,21,Phil Collins,None,None
Two Hearts,Phil Collins,1989,1,28,Phil Collins,None,None
When I'm with You,Sheriff,1989,2,4,Sheriff,None,None
Straight Up,Paula Abdul,1989,2,11,Paula Abdul,None,None
Straight Up,Paula Abdul,1989,2,18,Paula Abdul,None,None
Straight Up,Paula Abdul,1989,2,25,Paula Abdul,None,None
Lost in Your Eyes,Debbie Gibson,1989,3,4,Debbie Gibson,None,None
Lost in Your Eyes,Debbie Gibson,1989,3,11,Debbie Gibson,None,None
Lost in Your Eyes,Debbie Gibson,1989,3,18,Debbie Gibson,None,None
The Living Years,Mike + the Mechanics,1989,3,25,Mike + the Mechanics,None,None
Eternal Flame,The Bangles,1989,4,1,The Bangles,None,None
The Look,Roxette,1989,4,8,Roxette,None,None
She Drives Me Crazy,Fine Young Cannibals,1989,4,15,Fine Young Cannibals,None,None
Like a Prayer,Madonna,1989,4,22,Madonna,None,None
Like a Prayer,Madonna,1989,4,29,Madonna,None,None
Like a Prayer,Madonna,1989,5,6,Madonna,None,None
I'll Be There for You,Bon Jovi,1989,5,13,Bon Jovi,None,None
Forever Your Girl,Paula Abdul,1989,5,20,Paula Abdul,None,None
Forever Your Girl,Paula Abdul,1989,5,27,Paula Abdul,None,None
Rock On,Michael Damian,1989,6,3,Michael Damian,None,None
Wind Beneath My Wings,Bette Midler,1989,6,10,Bette Midler,None,None
I'll Be Loving You (Forever),New Kids on the Block,1989,6,17,New Kids on the Block,None,None
Satisfied,Richard Marx,1989,6,24,Richard Marx,None,None
Baby Don't Forget My Number,Milli Vanilli,1989,7,1,Milli Vanilli,None,None
Good Thing,Fine Young Cannibals,1989,7,8,Fine Young Cannibals,None,None
If You Don't Know Me by Now,Simply Red,1989,7,15,Simply Red,None,None
Toy Soldiers,Martika,1989,7,22,Martika,None,None
Toy Soldiers,Martika,1989,7,29,Martika,None,None
Batdance,Prince,1989,8,5,Prince,None,None
Right Here Waiting,Richard Marx,1989,8,12,Richard Marx,None,None
Right Here Waiting,Richard Marx,1989,8,19,Richard Marx,None,None
Right Here Waiting,Richard Marx,1989,8,26,Richard Marx,None,None
Cold Hearted,Paula Abdul,1989,9,2,Paula Abdul,None,None
Hangin' Tough,New Kids on the Block,1989,9,9,New Kids on the Block,None,None
Don't Wanna Lose You,Gloria Estefan,1989,9,16,Gloria Estefan,None,None
Girl I'm Gonna Miss You,Milli Vanilli,1989,9,23,Milli Vanilli,None,None
Girl I'm Gonna Miss You,Milli Vanilli,1989,9,30,Milli Vanilli,None,None
Miss You Much,Janet Jackson,1989,10,7,Janet Jackson,None,None
Miss You Much,Janet Jackson,1989,10,14,Janet Jackson,None,None
Miss You Much,Janet Jackson,1989,10,21,Janet Jackson,None,None
Miss You Much,Janet Jackson,1989,10,28,Janet Jackson,None,None
Listen to Your Heart,Roxette,1989,11,4,Roxette,None,None
When I See You Smile,Bad English,1989,11,11,Bad English,None,None
When I See You Smile,Bad English,1989,11,18,Bad English,None,None
Blame It on the Rain,Milli Vanilli,1989,11,25,Milli Vanilli,None,None
Blame It on the Rain,Milli Vanilli,1989,12,2,Milli Vanilli,None,None
We Didn't Start the Fire,Billy Joel,1989,12,9,Billy Joel,None,None
We Didn't Start the Fire,Billy Joel,1989,12,16,Billy Joel,None,None
Another Day in Paradise,Phil Collins,1989,12,23,Phil Collins,None,None
Another Day in Paradise,Phil Collins,1989,12,30,Phil Collins,None,None
Another Day in Paradise,Phil Collins,1990,1,6,Phil Collins,None,None
Another Day in Paradise,Phil Collins,1990,1,13,Phil Collins,None,None
How Am I Supposed to Live Without You,Michael Bolton,1990,1,20,Michael Bolton,None,None
How Am I Supposed to Live Without You,Michael Bolton,1990,1,27,Michael Bolton,None,None
How Am I Supposed to Live Without You,Michael Bolton,1990,2,3,Michael Bolton,None,None
Opposites Attract,Paula Abdul with The Wild Pair,1990,2,10,Paula Abdul with The Wild Pair,None,None
Opposites Attract,Paula Abdul with The Wild Pair,1990,2,17,Paula Abdul with The Wild Pair,None,None
Opposites Attract,Paula Abdul with The Wild Pair,1990,2,24,Paula Abdul with The Wild Pair,None,None
Escapade,Janet Jackson,1990,3,3,Janet Jackson,None,None
Escapade,Janet Jackson,1990,3,10,Janet Jackson,None,None
Escapade,Janet Jackson,1990,3,17,Janet Jackson,None,None
Black Velvet,Alannah Myles,1990,3,24,Alannah Myles,None,None
Black Velvet,Alannah Myles,1990,3,31,Alannah Myles,None,None
Love Will Lead You Back,Taylor Dayne,1990,4,7,Taylor Dayne,None,None
I'll Be Your Everything,Tommy Page,1990,4,14,Tommy Page,None,None
Nothing Compares 2 U,Sinéad O'Connor,1990,4,21,Sinéad O'Connor,None,None
Nothing Compares 2 U,Sinéad O'Connor,1990,4,28,Sinéad O'Connor,None,None
Nothing Compares 2 U,Sinéad O'Connor,1990,5,5,Sinéad O'Connor,None,None
Nothing Compares 2 U,Sinéad O'Connor,1990,5,12,Sinéad O'Connor,None,None
Vogue,Madonna,1990,5,19,Madonna,None,None
Vogue,Madonna,1990,5,26,Madonna,None,None
Vogue,Madonna,1990,6,2,Madonna,None,None
Hold On,Wilson Phillips,1990,6,9,Wilson Phillips,None,None
It Must Have Been Love,Roxette,1990,6,16,Roxette,None,None
It Must Have Been Love,Roxette,1990,6,23,Roxette,None,None
Step by Step,New Kids on the Block,1990,6,30,New Kids on the Block,None,None
Step by Step,New Kids on the Block,1990,7,7,New Kids on the Block,None,None
Step by Step,New Kids on the Block,1990,7,14,New Kids on the Block,None,None
She Ain't Worth It,"Glenn Medeiros , Bobby Brown",1990,7,21,Glenn Medeiros ,Bobby Brown,None
She Ain't Worth It,"Glenn Medeiros , Bobby Brown",1990,7,28,Glenn Medeiros ,Bobby Brown,None
Vision of Love,Mariah Carey,1990,8,4,Mariah Carey,None,None
Vision of Love,Mariah Carey,1990,8,11,Mariah Carey,None,None
Vision of Love,Mariah Carey,1990,8,18,Mariah Carey,None,None
Vision of Love,Mariah Carey,1990,8,25,Mariah Carey,None,None
If Wishes Came True,Sweet Sensation,1990,9,1,Sweet Sensation,None,None
Blaze of Glory,Jon Bon Jovi,1990,9,8,Jon Bon Jovi,None,None
Release Me,Wilson Phillips,1990,9,15,Wilson Phillips,None,None
Release Me,Wilson Phillips,1990,9,22,Wilson Phillips,None,None
(Can't Live Without Your) Love and Affection,Nelson,1990,9,29,Nelson,None,None
Close to You,Maxi Priest,1990,10,6,Maxi Priest,None,None
Praying for Time,George Michael,1990,10,13,George Michael,None,None
I Don't Have the Heart,James Ingram,1990,10,20,James Ingram,None,None
Black Cat,Janet Jackson,1990,10,27,Janet Jackson,None,None
Ice Ice Baby,Vanilla Ice,1990,11,3,Vanilla Ice,None,None
Love Takes Time,Mariah Carey,1990,11,10,Mariah Carey,None,None
Love Takes Time,Mariah Carey,1990,11,17,Mariah Carey,None,None
Love Takes Time,Mariah Carey,1990,11,24,Mariah Carey,None,None
I'm Your Baby Tonight,Whitney Houston,1990,12,1,Whitney Houston,None,None
Because I Love You (The Postman Song),Stevie B,1990,12,8,Stevie B,None,None
Because I Love You (The Postman Song),Stevie B,1990,12,15,Stevie B,None,None
Because I Love You (The Postman Song),Stevie B,1990,12,22,Stevie B,None,None
Because I Love You (The Postman Song),Stevie B,1990,12,29,Stevie B,None,None
Justify My Love,Madonna,1991,1,5,Madonna,None,None
Justify My Love,Madonna,1991,1,12,Madonna,None,None
Love Will Never Do (Without You),Janet Jackson,1991,1,19,Janet Jackson,None,None
The First Time,Surface,1991,1,26,Surface,None,None
The First Time,Surface,1991,2,2,Surface,None,None
Gonna Make You Sweat (Everybody Dance Now),"C+C Music Factory , Freedom Williams",1991,2,9,C+C Music Factory ,Freedom Williams,None
Gonna Make You Sweat (Everybody Dance Now),"C+C Music Factory , Freedom Williams",1991,2,16,C+C Music Factory ,Freedom Williams,None
All the Man That I Need,Whitney Houston,1991,2,23,Whitney Houston,None,None
All the Man That I Need,Whitney Houston,1991,3,2,Whitney Houston,None,None
Someday,Mariah Carey,1991,3,9,Mariah Carey,None,None
Someday,Mariah Carey,1991,3,16,Mariah Carey,None,None
One More Try,Timmy T,1991,3,23,Timmy T,None,None
Coming Out of the Dark,Gloria Estefan,1991,3,30,Gloria Estefan,None,None
Coming Out of the Dark,Gloria Estefan,1991,4,6,Gloria Estefan,None,None
I've Been Thinking About You,Londonbeat,1991,4,13,Londonbeat,None,None
You're in Love,Wilson Phillips,1991,4,20,Wilson Phillips,None,None
Baby Baby,Amy Grant,1991,4,27,Amy Grant,None,None
Baby Baby,Amy Grant,1991,5,4,Amy Grant,None,None
Joyride,Roxette,1991,5,11,Roxette,None,None
I Like the Way (The Kissing Game),Hi-Five,1991,5,18,Hi-Five,None,None
I Don't Wanna Cry,Mariah Carey,1991,5,25,Mariah Carey,None,None
I Don't Wanna Cry,Mariah Carey,1991,6,1,Mariah Carey,None,None
More Than Words,Extreme,1991,6,8,Extreme,None,None
Rush Rush,Paula Abdul,1991,6,15,Paula Abdul,None,None
Rush Rush,Paula Abdul,1991,6,22,Paula Abdul,None,None
Rush Rush,Paula Abdul,1991,6,29,Paula Abdul,None,None
Rush Rush,Paula Abdul,1991,7,6,Paula Abdul,None,None
Rush Rush,Paula Abdul,1991,7,13,Paula Abdul,None,None
Unbelievable,EMF,1991,7,20,EMF,None,None
(Everything I Do) I Do It for You,Bryan Adams,1991,7,27,Bryan Adams,None,None
(Everything I Do) I Do It for You,Bryan Adams,1991,8,3,Bryan Adams,None,None
(Everything I Do) I Do It for You,Bryan Adams,1991,8,10,Bryan Adams,None,None
(Everything I Do) I Do It for You,Bryan Adams,1991,8,17,Bryan Adams,None,None
(Everything I Do) I Do It for You,Bryan Adams,1991,8,24,Bryan Adams,None,None
(Everything I Do) I Do It for You,Bryan Adams,1991,8,31,Bryan Adams,None,None
(Everything I Do) I Do It for You,Bryan Adams,1991,9,7,Bryan Adams,None,None
The Promise of a New Day,Paula Abdul,1991,9,14,Paula Abdul,None,None
I Adore Mi Amor,Color Me Badd,1991,9,21,Color Me Badd,None,None
I Adore Mi Amor,Color Me Badd,1991,9,28,Color Me Badd,None,None
Good Vibrations,"Marky Mark and the Funky Bunch , Loleatta Holloway",1991,10,5,Marky Mark and the Funky Bunch ,Loleatta Holloway,None
Emotions,Mariah Carey,1991,10,12,Mariah Carey,None,None
Emotions,Mariah Carey,1991,10,19,Mariah Carey,None,None
Emotions,Mariah Carey,1991,10,26,Mariah Carey,None,None
Romantic,Karyn White,1991,11,2,Karyn White,None,None
Cream,Prince and the New Power Generation,1991,11,9,Prince and the New Power Generation,None,None
Cream,Prince and the New Power Generation,1991,11,16,Prince and the New Power Generation,None,None
When a Man Loves a Woman,Michael Bolton,1991,11,23,Michael Bolton,None,None
Set Adrift on Memory Bliss,P.M. Dawn,1991,11,30,P.M. Dawn,None,None
Black or White,Michael Jackson,1991,12,7,Michael Jackson,None,None
Black or White,Michael Jackson,1991,12,14,Michael Jackson,None,None
Black or White,Michael Jackson,1991,12,21,Michael Jackson,None,None
Black or White,Michael Jackson,1991,12,28,Michael Jackson,None,None
Black or White,Michael Jackson,1992,1,4,Michael Jackson,None,None
Black or White,Michael Jackson,1992,1,11,Michael Jackson,None,None
Black or White,Michael Jackson,1992,1,18,Michael Jackson,None,None
All 4 Love,Color Me Badd,1992,1,25,Color Me Badd,None,None
Don't Let the Sun Go Down on Me,George Michael and Elton John,1992,2,1,George Michael and Elton John,None,None
I'm Too Sexy,Right Said Fred,1992,2,8,Right Said Fred,None,None
I'm Too Sexy,Right Said Fred,1992,2,15,Right Said Fred,None,None
I'm Too Sexy,Right Said Fred,1992,2,22,Right Said Fred,None,None
To Be with You,Mr. Big,1992,2,29,Mr. Big,None,None
To Be with You,Mr. Big,1992,3,7,Mr. Big,None,None
To Be with You,Mr. Big,1992,3,14,Mr. Big,None,None
Save the Best for Last,Vanessa Williams,1992,3,21,Vanessa Williams,None,None
Save the Best for Last,Vanessa Williams,1992,3,28,Vanessa Williams,None,None
Save the Best for Last,Vanessa Williams,1992,4,4,Vanessa Williams,None,None
Save the Best for Last,Vanessa Williams,1992,4,11,Vanessa Williams,None,None
Save the Best for Last,Vanessa Williams,1992,4,18,Vanessa Williams,None,None
Jump,Kris Kross,1992,4,25,Kris Kross,None,None
Jump,Kris Kross,1992,5,2,Kris Kross,None,None
Jump,Kris Kross,1992,5,9,Kris Kross,None,None
Jump,Kris Kross,1992,5,16,Kris Kross,None,None
Jump,Kris Kross,1992,5,23,Kris Kross,None,None
Jump,Kris Kross,1992,5,30,Kris Kross,None,None
Jump,Kris Kross,1992,6,6,Kris Kross,None,None
Jump,Kris Kross,1992,6,13,Kris Kross,None,None
I'll Be There,"Mariah Carey , Trey Lorenz",1992,6,20,Mariah Carey ,Trey Lorenz,None
I'll Be There,"Mariah Carey , Trey Lorenz",1992,6,27,Mariah Carey ,Trey Lorenz,None
Baby Got Back,Sir Mix-a-Lot,1992,7,4,Sir Mix-a-Lot,None,None
Baby Got Back,Sir Mix-a-Lot,1992,7,11,Sir Mix-a-Lot,None,None
Baby Got Back,Sir Mix-a-Lot,1992,7,18,Sir Mix-a-Lot,None,None
Baby Got Back,Sir Mix-a-Lot,1992,7,25,Sir Mix-a-Lot,None,None
Baby Got Back,Sir Mix-a-Lot,1992,8,1,Sir Mix-a-Lot,None,None
This Used to Be My Playground,Madonna,1992,8,8,Madonna,None,None
End of the Road,Boyz II Men,1992,8,15,Boyz II Men,None,None
End of the Road,Boyz II Men,1992,8,22,Boyz II Men,None,None
End of the Road,Boyz II Men,1992,8,29,Boyz II Men,None,None
End of the Road,Boyz II Men,1992,9,5,Boyz II Men,None,None
End of the Road,Boyz II Men,1992,9,12,Boyz II Men,None,None
End of the Road,Boyz II Men,1992,9,19,Boyz II Men,None,None
End of the Road,Boyz II Men,1992,9,26,Boyz II Men,None,None
End of the Road,Boyz II Men,1992,10,3,Boyz II Men,None,None
End of the Road,Boyz II Men,1992,10,10,Boyz II Men,None,None
End of the Road,Boyz II Men,1992,10,17,Boyz II Men,None,None
End of the Road,Boyz II Men,1992,10,24,Boyz II Men,None,None
End of the Road,Boyz II Men,1992,10,31,Boyz II Men,None,None
End of the Road,Boyz II Men,1992,11,7,Boyz II Men,None,None
