Song,Artist(s),year,Month,Day,pri_artist,sec_art_1,sec_art_2,SongTitle,PriArtName
dreamlover,Mariah Carey,1993,10,30,mariah carey,None,None,Dreamlover,Mariah Carey
id do anything for love but i wont do that,Meat Loaf,1993,11,6,meat loaf,None,None,I'd Do Anything for Love (But I Won't Do That),Meat Loaf
id do anything for love but i wont do that,Meat Loaf,1993,11,13,meat loaf,None,None,I'd Do Anything for Love (But I Won't Do That),Meat Loaf
id do anything for love but i wont do that,Meat Loaf,1993,11,20,meat loaf,None,None,I'd Do Anything for Love (But I Won't Do That),Meat Loaf
id do anything for love but i wont do that,Meat Loaf,1993,11,27,meat loaf,None,None,I'd Do Anything for Love (But I Won't Do That),Meat Loaf
id do anything for love but i wont do that,Meat Loaf,1993,12,4,meat loaf,None,None,I'd Do Anything for Love (But I Won't Do That),Meat Loaf
again,Janet Jackson,1993,12,11,janet jackson,None,None,Again,Janet Jackson
again,Janet Jackson,1993,12,18,janet jackson,None,None,Again,Janet Jackson
hero,Mariah Carey,1993,12,25,mariah carey,None,None,Hero,Mariah Carey
hero,Mariah Carey,1994,1,1,mariah carey,None,None,Hero,Mariah Carey
hero,Mariah Carey,1994,1,8,mariah carey,None,None,Hero,Mariah Carey
hero,Mariah Carey,1994,1,15,mariah carey,None,None,Hero,Mariah Carey
all for love,Bryan Adams / Rod Stewart / Sting,1994,1,22,bryan adams  rod stewart  sting,None,None,All for Love,Bryan Adams / Rod Stewart / Sting
all for love,Bryan Adams / Rod Stewart / Sting,1994,1,29,bryan adams  rod stewart  sting,None,None,All for Love,Bryan Adams / Rod Stewart / Sting
all for love,Bryan Adams / Rod Stewart / Sting,1994,2,5,bryan adams  rod stewart  sting,None,None,All for Love,Bryan Adams / Rod Stewart / Sting
the power of love,Céline Dion,1994,2,12,celine dion,None,None,The Power of Love,Céline Dion
the power of love,Céline Dion,1994,2,19,celine dion,None,None,The Power of Love,Céline Dion
the power of love,Céline Dion,1994,2,26,celine dion,None,None,The Power of Love,Céline Dion
the power of love,Céline Dion,1994,3,5,celine dion,None,None,The Power of Love,Céline Dion
the sign,Ace of Base,1994,3,12,ace of base,None,None,The Sign,Ace of Base
the sign,Ace of Base,1994,3,19,ace of base,None,None,The Sign,Ace of Base
the sign,Ace of Base,1994,3,26,ace of base,None,None,The Sign,Ace of Base
the sign,Ace of Base,1994,4,2,ace of base,None,None,The Sign,Ace of Base
bump n grind,R. Kelly,1994,4,9,r kelly,None,None,Bump n' Grind,R. Kelly
bump n grind,R. Kelly,1994,4,16,r kelly,None,None,Bump n' Grind,R. Kelly
bump n grind,R. Kelly,1994,4,23,r kelly,None,None,Bump n' Grind,R. Kelly
bump n grind,R. Kelly,1994,4,30,r kelly,None,None,Bump n' Grind,R. Kelly
the sign,Ace of Base,1994,5,7,ace of base,None,None,The Sign,Ace of Base
the sign,Ace of Base,1994,5,14,ace of base,None,None,The Sign,Ace of Base
i swear,All-4-One,1994,5,21,all-4-one,None,None,I Swear,All-4-One
i swear,All-4-One,1994,5,28,all-4-one,None,None,I Swear,All-4-One
i swear,All-4-One,1994,6,4,all-4-one,None,None,I Swear,All-4-One
i swear,All-4-One,1994,6,11,all-4-one,None,None,I Swear,All-4-One
i swear,All-4-One,1994,6,18,all-4-one,None,None,I Swear,All-4-One
i swear,All-4-One,1994,6,25,all-4-one,None,None,I Swear,All-4-One
i swear,All-4-One,1994,7,2,all-4-one,None,None,I Swear,All-4-One
i swear,All-4-One,1994,7,9,all-4-one,None,None,I Swear,All-4-One
i swear,All-4-One,1994,7,16,all-4-one,None,None,I Swear,All-4-One
i swear,All-4-One,1994,7,23,all-4-one,None,None,I Swear,All-4-One
i swear,All-4-One,1994,7,30,all-4-one,None,None,I Swear,All-4-One
stay i missed you,Lisa Loeb & Nine Stories,1994,8,6,lisa loeb and nine stories,None,None,Stay (I Missed You),Lisa Loeb & Nine Stories
stay i missed you,Lisa Loeb & Nine Stories,1994,8,13,lisa loeb and nine stories,None,None,Stay (I Missed You),Lisa Loeb & Nine Stories
stay i missed you,Lisa Loeb & Nine Stories,1994,8,20,lisa loeb and nine stories,None,None,Stay (I Missed You),Lisa Loeb & Nine Stories
ill make love to you,Boyz II Men,1994,8,27,boyz ii men,None,None,I'll Make Love to You,Boyz II Men
ill make love to you,Boyz II Men,1994,9,3,boyz ii men,None,None,I'll Make Love to You,Boyz II Men
ill make love to you,Boyz II Men,1994,9,10,boyz ii men,None,None,I'll Make Love to You,Boyz II Men
ill make love to you,Boyz II Men,1994,9,17,boyz ii men,None,None,I'll Make Love to You,Boyz II Men
ill make love to you,Boyz II Men,1994,9,24,boyz ii men,None,None,I'll Make Love to You,Boyz II Men
ill make love to you,Boyz II Men,1994,10,1,boyz ii men,None,None,I'll Make Love to You,Boyz II Men
ill make love to you,Boyz II Men,1994,10,8,boyz ii men,None,None,I'll Make Love to You,Boyz II Men
ill make love to you,Boyz II Men,1994,10,15,boyz ii men,None,None,I'll Make Love to You,Boyz II Men
ill make love to you,Boyz II Men,1994,10,22,boyz ii men,None,None,I'll Make Love to You,Boyz II Men
ill make love to you,Boyz II Men,1994,10,29,boyz ii men,None,None,I'll Make Love to You,Boyz II Men
ill make love to you,Boyz II Men,1994,11,5,boyz ii men,None,None,I'll Make Love to You,Boyz II Men
ill make love to you,Boyz II Men,1994,11,12,boyz ii men,None,None,I'll Make Love to You,Boyz II Men
ill make love to you,Boyz II Men,1994,11,19,boyz ii men,None,None,I'll Make Love to You,Boyz II Men
ill make love to you,Boyz II Men,1994,11,26,boyz ii men,None,None,I'll Make Love to You,Boyz II Men
on bended knee,Boyz II Men,1994,12,3,boyz ii men,None,None,On Bended Knee,Boyz II Men
on bended knee,Boyz II Men,1994,12,10,boyz ii men,None,None,On Bended Knee,Boyz II Men
here comes the hotstepper,Ini Kamoze,1994,12,17,ini kamoze,None,None,Here Comes the Hotstepper,Ini Kamoze
here comes the hotstepper,Ini Kamoze,1994,12,24,ini kamoze,None,None,Here Comes the Hotstepper,Ini Kamoze
on bended knee,Boyz II Men,1994,12,31,boyz ii men,None,None,On Bended Knee,Boyz II Men
on bended knee,Boyz II Men,1995,1,7,boyz ii men,None,None,On Bended Knee,Boyz II Men
on bended knee,Boyz II Men,1995,1,14,boyz ii men,None,None,On Bended Knee,Boyz II Men
on bended knee,Boyz II Men,1995,1,21,boyz ii men,None,None,On Bended Knee,Boyz II Men
creep,TLC,1995,1,28,tlc,None,None,Creep,TLC
creep,TLC,1995,2,4,tlc,None,None,Creep,TLC
creep,TLC,1995,2,11,tlc,None,None,Creep,TLC
creep,TLC,1995,2,18,tlc,None,None,Creep,TLC
take a bow,Madonna,1995,2,25,madonna,None,None,Take a Bow,Madonna
take a bow,Madonna,1995,3,4,madonna,None,None,Take a Bow,Madonna
take a bow,Madonna,1995,3,11,madonna,None,None,Take a Bow,Madonna
take a bow,Madonna,1995,3,18,madonna,None,None,Take a Bow,Madonna
take a bow,Madonna,1995,3,25,madonna,None,None,Take a Bow,Madonna
take a bow,Madonna,1995,4,1,madonna,None,None,Take a Bow,Madonna
take a bow,Madonna,1995,4,8,madonna,None,None,Take a Bow,Madonna
this is how we do it,Montell Jordan,1995,4,15,montell jordan,None,None,This Is How We Do It,Montell Jordan
this is how we do it,Montell Jordan,1995,4,22,montell jordan,None,None,This Is How We Do It,Montell Jordan
this is how we do it,Montell Jordan,1995,4,29,montell jordan,None,None,This Is How We Do It,Montell Jordan
this is how we do it,Montell Jordan,1995,5,6,montell jordan,None,None,This Is How We Do It,Montell Jordan
this is how we do it,Montell Jordan,1995,5,13,montell jordan,None,None,This Is How We Do It,Montell Jordan
this is how we do it,Montell Jordan,1995,5,20,montell jordan,None,None,This Is How We Do It,Montell Jordan
this is how we do it,Montell Jordan,1995,5,27,montell jordan,None,None,This Is How We Do It,Montell Jordan
have you ever really loved a woman?,Bryan Adams,1995,6,3,bryan adams,None,None,Have You Ever Really Loved a Woman?,Bryan Adams
have you ever really loved a woman?,Bryan Adams,1995,6,10,bryan adams,None,None,Have You Ever Really Loved a Woman?,Bryan Adams
have you ever really loved a woman?,Bryan Adams,1995,6,17,bryan adams,None,None,Have You Ever Really Loved a Woman?,Bryan Adams
have you ever really loved a woman?,Bryan Adams,1995,6,24,bryan adams,None,None,Have You Ever Really Loved a Woman?,Bryan Adams
have you ever really loved a woman?,Bryan Adams,1995,7,1,bryan adams,None,None,Have You Ever Really Loved a Woman?,Bryan Adams
waterfalls,TLC,1995,7,8,tlc,None,None,Waterfalls,TLC
waterfalls,TLC,1995,7,15,tlc,None,None,Waterfalls,TLC
waterfalls,TLC,1995,7,22,tlc,None,None,Waterfalls,TLC
waterfalls,TLC,1995,7,29,tlc,None,None,Waterfalls,TLC
waterfalls,TLC,1995,8,5,tlc,None,None,Waterfalls,TLC
waterfalls,TLC,1995,8,12,tlc,None,None,Waterfalls,TLC
waterfalls,TLC,1995,8,19,tlc,None,None,Waterfalls,TLC
kiss from a rose,Seal,1995,8,26,seal,None,None,Kiss from a Rose,Seal
you are not alone,Michael Jackson,1995,9,2,michael jackson,None,None,You Are Not Alone,Michael Jackson
gangstas paradise,"Coolio , L.V.",1995,9,9,coolio,L.V.,None,Gangsta's Paradise,Coolio 
gangstas paradise,"Coolio , L.V.",1995,9,16,coolio,L.V.,None,Gangsta's Paradise,Coolio 
gangstas paradise,"Coolio , L.V.",1995,9,23,coolio,L.V.,None,Gangsta's Paradise,Coolio 
fantasy,Mariah Carey,1995,9,30,mariah carey,None,None,Fantasy,Mariah Carey
fantasy,Mariah Carey,1995,10,7,mariah carey,None,None,Fantasy,Mariah Carey
fantasy,Mariah Carey,1995,10,14,mariah carey,None,None,Fantasy,Mariah Carey
fantasy,Mariah Carey,1995,10,21,mariah carey,None,None,Fantasy,Mariah Carey
fantasy,Mariah Carey,1995,10,28,mariah carey,None,None,Fantasy,Mariah Carey
fantasy,Mariah Carey,1995,11,4,mariah carey,None,None,Fantasy,Mariah Carey
fantasy,Mariah Carey,1995,11,11,mariah carey,None,None,Fantasy,Mariah Carey
fantasy,Mariah Carey,1995,11,18,mariah carey,None,None,Fantasy,Mariah Carey
exhale shoop shoop,Whitney Houston,1995,11,25,whitney houston,None,None,Exhale (Shoop Shoop),Whitney Houston
one sweet day,Mariah Carey and Boyz II Men,1995,12,2,mariah carey and boyz ii men,None,None,One Sweet Day,Mariah Carey and Boyz II Men
one sweet day,Mariah Carey and Boyz II Men,1995,12,9,mariah carey and boyz ii men,None,None,One Sweet Day,Mariah Carey and Boyz II Men
one sweet day,Mariah Carey and Boyz II Men,1995,12,16,mariah carey and boyz ii men,None,None,One Sweet Day,Mariah Carey and Boyz II Men
one sweet day,Mariah Carey and Boyz II Men,1995,12,23,mariah carey and boyz ii men,None,None,One Sweet Day,Mariah Carey and Boyz II Men
one sweet day,Mariah Carey and Boyz II Men,1995,12,30,mariah carey and boyz ii men,None,None,One Sweet Day,Mariah Carey and Boyz II Men
one sweet day,Mariah Carey and Boyz II Men,1996,1,6,mariah carey and boyz ii men,None,None,One Sweet Day,Mariah Carey and Boyz II Men
one sweet day,Mariah Carey and Boyz II Men,1996,1,13,mariah carey and boyz ii men,None,None,One Sweet Day,Mariah Carey and Boyz II Men
one sweet day,Mariah Carey and Boyz II Men,1996,1,20,mariah carey and boyz ii men,None,None,One Sweet Day,Mariah Carey and Boyz II Men
one sweet day,Mariah Carey and Boyz II Men,1996,1,27,mariah carey and boyz ii men,None,None,One Sweet Day,Mariah Carey and Boyz II Men
one sweet day,Mariah Carey and Boyz II Men,1996,2,3,mariah carey and boyz ii men,None,None,One Sweet Day,Mariah Carey and Boyz II Men
one sweet day,Mariah Carey and Boyz II Men,1996,2,10,mariah carey and boyz ii men,None,None,One Sweet Day,Mariah Carey and Boyz II Men
one sweet day,Mariah Carey and Boyz II Men,1996,2,17,mariah carey and boyz ii men,None,None,One Sweet Day,Mariah Carey and Boyz II Men
one sweet day,Mariah Carey and Boyz II Men,1996,2,24,mariah carey and boyz ii men,None,None,One Sweet Day,Mariah Carey and Boyz II Men
one sweet day,Mariah Carey and Boyz II Men,1996,3,2,mariah carey and boyz ii men,None,None,One Sweet Day,Mariah Carey and Boyz II Men
one sweet day,Mariah Carey and Boyz II Men,1996,3,9,mariah carey and boyz ii men,None,None,One Sweet Day,Mariah Carey and Boyz II Men
one sweet day,Mariah Carey and Boyz II Men,1996,3,16,mariah carey and boyz ii men,None,None,One Sweet Day,Mariah Carey and Boyz II Men
because you loved me,Céline Dion,1996,3,23,celine dion,None,None,Because You Loved Me,Céline Dion
because you loved me,Céline Dion,1996,3,30,celine dion,None,None,Because You Loved Me,Céline Dion
because you loved me,Céline Dion,1996,4,6,celine dion,None,None,Because You Loved Me,Céline Dion
because you loved me,Céline Dion,1996,4,13,celine dion,None,None,Because You Loved Me,Céline Dion
because you loved me,Céline Dion,1996,4,20,celine dion,None,None,Because You Loved Me,Céline Dion
because you loved me,Céline Dion,1996,4,27,celine dion,None,None,Because You Loved Me,Céline Dion
always be my baby,Mariah Carey,1996,5,4,mariah carey,None,None,Always Be My Baby,Mariah Carey
always be my baby,Mariah Carey,1996,5,11,mariah carey,None,None,Always Be My Baby,Mariah Carey
tha crossroads,Bone Thugs-n-Harmony,1996,5,18,bone thugs-n-harmony,None,None,Tha Crossroads,Bone Thugs-n-Harmony
tha crossroads,Bone Thugs-n-Harmony,1996,5,25,bone thugs-n-harmony,None,None,Tha Crossroads,Bone Thugs-n-Harmony
tha crossroads,Bone Thugs-n-Harmony,1996,6,1,bone thugs-n-harmony,None,None,Tha Crossroads,Bone Thugs-n-Harmony
tha crossroads,Bone Thugs-n-Harmony,1996,6,8,bone thugs-n-harmony,None,None,Tha Crossroads,Bone Thugs-n-Harmony
tha crossroads,Bone Thugs-n-Harmony,1996,6,15,bone thugs-n-harmony,None,None,Tha Crossroads,Bone Thugs-n-Harmony
tha crossroads,Bone Thugs-n-Harmony,1996,6,22,bone thugs-n-harmony,None,None,Tha Crossroads,Bone Thugs-n-Harmony
tha crossroads,Bone Thugs-n-Harmony,1996,6,29,bone thugs-n-harmony,None,None,Tha Crossroads,Bone Thugs-n-Harmony
tha crossroads,Bone Thugs-n-Harmony,1996,7,6,bone thugs-n-harmony,None,None,Tha Crossroads,Bone Thugs-n-Harmony
how do u want it  california love,"2Pac , K-Ci & JoJo / , Dr. Dre and Roger Troutman",1996,7,13,2pac,K-Ci & JoJo /,None,How Do U Want It / California Love,2Pac 
how do u want it  california love,"2Pac , K-Ci & JoJo / , Dr. Dre and Roger Troutman",1996,7,20,2pac,K-Ci & JoJo /,None,How Do U Want It / California Love,2Pac 
youre makin me high  let it flow,Toni Braxton,1996,7,27,toni braxton,None,None,You're Makin' Me High / Let It Flow,Toni Braxton
macarena bayside boys mix,Los del Río,1996,8,3,los del rio,None,None,Macarena (Bayside Boys Mix),Los del Río
macarena bayside boys mix,Los del Río,1996,8,10,los del rio,None,None,Macarena (Bayside Boys Mix),Los del Río
macarena bayside boys mix,Los del Río,1996,8,17,los del rio,None,None,Macarena (Bayside Boys Mix),Los del Río
macarena bayside boys mix,Los del Río,1996,8,24,los del rio,None,None,Macarena (Bayside Boys Mix),Los del Río
macarena bayside boys mix,Los del Río,1996,8,31,los del rio,None,None,Macarena (Bayside Boys Mix),Los del Río
macarena bayside boys mix,Los del Río,1996,9,7,los del rio,None,None,Macarena (Bayside Boys Mix),Los del Río
macarena bayside boys mix,Los del Río,1996,9,14,los del rio,None,None,Macarena (Bayside Boys Mix),Los del Río
macarena bayside boys mix,Los del Río,1996,9,21,los del rio,None,None,Macarena (Bayside Boys Mix),Los del Río
macarena bayside boys mix,Los del Río,1996,9,28,los del rio,None,None,Macarena (Bayside Boys Mix),Los del Río
macarena bayside boys mix,Los del Río,1996,10,5,los del rio,None,None,Macarena (Bayside Boys Mix),Los del Río
macarena bayside boys mix,Los del Río,1996,10,12,los del rio,None,None,Macarena (Bayside Boys Mix),Los del Río
macarena bayside boys mix,Los del Río,1996,10,19,los del rio,None,None,Macarena (Bayside Boys Mix),Los del Río
macarena bayside boys mix,Los del Río,1996,10,26,los del rio,None,None,Macarena (Bayside Boys Mix),Los del Río
macarena bayside boys mix,Los del Río,1996,11,2,los del rio,None,None,Macarena (Bayside Boys Mix),Los del Río
no diggity,"Blackstreet , Dr. Dre",1996,11,9,blackstreet,Dr. Dre,None,No Diggity,Blackstreet 
no diggity,"Blackstreet , Dr. Dre",1996,11,16,blackstreet,Dr. Dre,None,No Diggity,Blackstreet 
no diggity,"Blackstreet , Dr. Dre",1996,11,23,blackstreet,Dr. Dre,None,No Diggity,Blackstreet 
no diggity,"Blackstreet , Dr. Dre",1996,11,30,blackstreet,Dr. Dre,None,No Diggity,Blackstreet 
un-break my heart,Toni Braxton,1996,12,7,toni braxton,None,None,Un-Break My Heart,Toni Braxton
un-break my heart,Toni Braxton,1996,12,14,toni braxton,None,None,Un-Break My Heart,Toni Braxton
un-break my heart,Toni Braxton,1996,12,21,toni braxton,None,None,Un-Break My Heart,Toni Braxton
un-break my heart,Toni Braxton,1996,12,28,toni braxton,None,None,Un-Break My Heart,Toni Braxton
un-break my heart,Toni Braxton,1997,1,4,toni braxton,None,None,Un-Break My Heart,Toni Braxton
un-break my heart,Toni Braxton,1997,1,11,toni braxton,None,None,Un-Break My Heart,Toni Braxton
un-break my heart,Toni Braxton,1997,1,18,toni braxton,None,None,Un-Break My Heart,Toni Braxton
un-break my heart,Toni Braxton,1997,1,25,toni braxton,None,None,Un-Break My Heart,Toni Braxton
un-break my heart,Toni Braxton,1997,2,1,toni braxton,None,None,Un-Break My Heart,Toni Braxton
un-break my heart,Toni Braxton,1997,2,8,toni braxton,None,None,Un-Break My Heart,Toni Braxton
un-break my heart,Toni Braxton,1997,2,15,toni braxton,None,None,Un-Break My Heart,Toni Braxton
wannabe,Spice Girls,1997,2,22,spice girls,None,None,Wannabe,Spice Girls
wannabe,Spice Girls,1997,3,1,spice girls,None,None,Wannabe,Spice Girls
wannabe,Spice Girls,1997,3,8,spice girls,None,None,Wannabe,Spice Girls
wannabe,Spice Girls,1997,3,15,spice girls,None,None,Wannabe,Spice Girls
cant nobody hold me down,"Puff Daddy , Mase",1997,3,22,puff daddy,Mase,None,Can't Nobody Hold Me Down,Puff Daddy 
cant nobody hold me down,"Puff Daddy , Mase",1997,3,29,puff daddy,Mase,None,Can't Nobody Hold Me Down,Puff Daddy 
cant nobody hold me down,"Puff Daddy , Mase",1997,4,5,puff daddy,Mase,None,Can't Nobody Hold Me Down,Puff Daddy 
cant nobody hold me down,"Puff Daddy , Mase",1997,4,12,puff daddy,Mase,None,Can't Nobody Hold Me Down,Puff Daddy 
cant nobody hold me down,"Puff Daddy , Mase",1997,4,19,puff daddy,Mase,None,Can't Nobody Hold Me Down,Puff Daddy 
cant nobody hold me down,"Puff Daddy , Mase",1997,4,26,puff daddy,Mase,None,Can't Nobody Hold Me Down,Puff Daddy 
hypnotize,The Notorious B.I.G.,1997,5,3,the notorious big,None,None,Hypnotize,The Notorious B.I.G.
hypnotize,The Notorious B.I.G.,1997,5,10,the notorious big,None,None,Hypnotize,The Notorious B.I.G.
hypnotize,The Notorious B.I.G.,1997,5,17,the notorious big,None,None,Hypnotize,The Notorious B.I.G.
mmmbop,Hanson,1997,5,24,hanson,None,None,MMMBop,Hanson
mmmbop,Hanson,1997,5,31,hanson,None,None,MMMBop,Hanson
mmmbop,Hanson,1997,6,7,hanson,None,None,MMMBop,Hanson
ill be missing you,"Puff Daddy and Faith Evans , 112",1997,6,14,puff daddy and faith evans,112,None,I'll Be Missing You,Puff Daddy and Faith Evans 
ill be missing you,"Puff Daddy and Faith Evans , 112",1997,6,21,puff daddy and faith evans,112,None,I'll Be Missing You,Puff Daddy and Faith Evans 
ill be missing you,"Puff Daddy and Faith Evans , 112",1997,6,28,puff daddy and faith evans,112,None,I'll Be Missing You,Puff Daddy and Faith Evans 
ill be missing you,"Puff Daddy and Faith Evans , 112",1997,7,5,puff daddy and faith evans,112,None,I'll Be Missing You,Puff Daddy and Faith Evans 
ill be missing you,"Puff Daddy and Faith Evans , 112",1997,7,12,puff daddy and faith evans,112,None,I'll Be Missing You,Puff Daddy and Faith Evans 
ill be missing you,"Puff Daddy and Faith Evans , 112",1997,7,19,puff daddy and faith evans,112,None,I'll Be Missing You,Puff Daddy and Faith Evans 
ill be missing you,"Puff Daddy and Faith Evans , 112",1997,7,26,puff daddy and faith evans,112,None,I'll Be Missing You,Puff Daddy and Faith Evans 
ill be missing you,"Puff Daddy and Faith Evans , 112",1997,8,2,puff daddy and faith evans,112,None,I'll Be Missing You,Puff Daddy and Faith Evans 
ill be missing you,"Puff Daddy and Faith Evans , 112",1997,8,9,puff daddy and faith evans,112,None,I'll Be Missing You,Puff Daddy and Faith Evans 
ill be missing you,"Puff Daddy and Faith Evans , 112",1997,8,16,puff daddy and faith evans,112,None,I'll Be Missing You,Puff Daddy and Faith Evans 
ill be missing you,"Puff Daddy and Faith Evans , 112",1997,8,23,puff daddy and faith evans,112,None,I'll Be Missing You,Puff Daddy and Faith Evans 
mo money mo problems,"The Notorious B.I.G. , Puff Daddy and Mase",1997,8,30,the notorious big,Puff Daddy,Mase,Mo Money Mo Problems,The Notorious B.I.G. 
mo money mo problems,"The Notorious B.I.G. , Puff Daddy and Mase",1997,9,6,the notorious big,Puff Daddy,Mase,Mo Money Mo Problems,The Notorious B.I.G. 
honey,Mariah Carey,1997,9,13,mariah carey,None,None,Honey,Mariah Carey
honey,Mariah Carey,1997,9,20,mariah carey,None,None,Honey,Mariah Carey
honey,Mariah Carey,1997,9,27,mariah carey,None,None,Honey,Mariah Carey
4 seasons of loneliness,Boyz II Men,1997,10,4,boyz ii men,None,None,4 Seasons of Loneliness,Boyz II Men
candle in the wind 1997 something about the way you look tonight,Elton John,1997,10,11,elton john,None,None,Candle in the Wind 1997 /Something About the Way You Look Tonight,Elton John
candle in the wind 1997 something about the way you look tonight,Elton John,1997,10,18,elton john,None,None,Candle in the Wind 1997 /Something About the Way You Look Tonight,Elton John
candle in the wind 1997 something about the way you look tonight,Elton John,1997,10,25,elton john,None,None,Candle in the Wind 1997 /Something About the Way You Look Tonight,Elton John
candle in the wind 1997 something about the way you look tonight,Elton John,1997,11,1,elton john,None,None,Candle in the Wind 1997 /Something About the Way You Look Tonight,Elton John
candle in the wind 1997 something about the way you look tonight,Elton John,1997,11,8,elton john,None,None,Candle in the Wind 1997 /Something About the Way You Look Tonight,Elton John
candle in the wind 1997 something about the way you look tonight,Elton John,1997,11,15,elton john,None,None,Candle in the Wind 1997 /Something About the Way You Look Tonight,Elton John
candle in the wind 1997 something about the way you look tonight,Elton John,1997,11,22,elton john,None,None,Candle in the Wind 1997 /Something About the Way You Look Tonight,Elton John
candle in the wind 1997 something about the way you look tonight,Elton John,1997,11,29,elton john,None,None,Candle in the Wind 1997 /Something About the Way You Look Tonight,Elton John
candle in the wind 1997 something about the way you look tonight,Elton John,1997,12,6,elton john,None,None,Candle in the Wind 1997 /Something About the Way You Look Tonight,Elton John
candle in the wind 1997 something about the way you look tonight,Elton John,1997,12,13,elton john,None,None,Candle in the Wind 1997 /Something About the Way You Look Tonight,Elton John
candle in the wind 1997 something about the way you look tonight,Elton John,1997,12,20,elton john,None,None,Candle in the Wind 1997 /Something About the Way You Look Tonight,Elton John
candle in the wind 1997 something about the way you look tonight,Elton John,1997,12,27,elton john,None,None,Candle in the Wind 1997 /Something About the Way You Look Tonight,Elton John
something about the way you look tonight  candle in the wind 1997,Elton John,1998,1,3,elton john,None,None,Something About the Way You Look Tonight / Candle in the Wind 1997,Elton John
something about the way you look tonight  candle in the wind 1997,Elton John,1998,1,10,elton john,None,None,Something About the Way You Look Tonight / Candle in the Wind 1997,Elton John
truly madly deeply,Savage Garden,1998,1,17,savage garden,None,None,Truly Madly Deeply,Savage Garden
truly madly deeply,Savage Garden,1998,1,24,savage garden,None,None,Truly Madly Deeply,Savage Garden
together again,Janet,1998,1,31,janet,None,None,Together Again,Janet
together again,Janet,1998,2,7,janet,None,None,Together Again,Janet
nice and slow,Usher,1998,2,14,usher,None,None,Nice & Slow,Usher
nice and slow,Usher,1998,2,21,usher,None,None,Nice & Slow,Usher
my heart will go on,Céline Dion,1998,2,28,celine dion,None,None,My Heart Will Go On,Céline Dion
my heart will go on,Céline Dion,1998,3,7,celine dion,None,None,My Heart Will Go On,Céline Dion
gettin jiggy wit it,Will Smith,1998,3,14,will smith,None,None,Gettin' Jiggy wit It”,Will Smith
gettin jiggy wit it,Will Smith,1998,3,21,will smith,None,None,Gettin' Jiggy wit It”,Will Smith
gettin jiggy wit it,Will Smith,1998,3,28,will smith,None,None,Gettin' Jiggy wit It”,Will Smith
all my life,K-Ci & JoJo,1998,4,4,k-ci and jojo,None,None,All My Life,K-Ci & JoJo
all my life,K-Ci & JoJo,1998,4,11,k-ci and jojo,None,None,All My Life,K-Ci & JoJo
all my life,K-Ci & JoJo,1998,4,18,k-ci and jojo,None,None,All My Life,K-Ci & JoJo
too close,Next,1998,4,25,next,None,None,Too Close,Next
too close,Next,1998,5,2,next,None,None,Too Close,Next
too close,Next,1998,5,9,next,None,None,Too Close,Next
too close,Next,1998,5,16,next,None,None,Too Close,Next
my all,Mariah Carey,1998,5,23,mariah carey,None,None,My All,Mariah Carey
too close,Next,1998,5,30,next,None,None,Too Close,Next
the boy is mine,Brandy and Monica,1998,6,6,brandy and monica,None,None,The Boy Is Mine,Brandy and Monica
the boy is mine,Brandy and Monica,1998,6,13,brandy and monica,None,None,The Boy Is Mine,Brandy and Monica
the boy is mine,Brandy and Monica,1998,6,20,brandy and monica,None,None,The Boy Is Mine,Brandy and Monica
the boy is mine,Brandy and Monica,1998,6,27,brandy and monica,None,None,The Boy Is Mine,Brandy and Monica
the boy is mine,Brandy and Monica,1998,7,4,brandy and monica,None,None,The Boy Is Mine,Brandy and Monica
the boy is mine,Brandy and Monica,1998,7,11,brandy and monica,None,None,The Boy Is Mine,Brandy and Monica
the boy is mine,Brandy and Monica,1998,7,18,brandy and monica,None,None,The Boy Is Mine,Brandy and Monica
the boy is mine,Brandy and Monica,1998,7,25,brandy and monica,None,None,The Boy Is Mine,Brandy and Monica
the boy is mine,Brandy and Monica,1998,8,1,brandy and monica,None,None,The Boy Is Mine,Brandy and Monica
the boy is mine,Brandy and Monica,1998,8,8,brandy and monica,None,None,The Boy Is Mine,Brandy and Monica
the boy is mine,Brandy and Monica,1998,8,15,brandy and monica,None,None,The Boy Is Mine,Brandy and Monica
the boy is mine,Brandy and Monica,1998,8,22,brandy and monica,None,None,The Boy Is Mine,Brandy and Monica
the boy is mine,Brandy and Monica,1998,8,29,brandy and monica,None,None,The Boy Is Mine,Brandy and Monica
i dont want to miss a thing,Aerosmith,1998,9,5,aerosmith,None,None,I Don't Want to Miss a Thing,Aerosmith
i dont want to miss a thing,Aerosmith,1998,9,12,aerosmith,None,None,I Don't Want to Miss a Thing,Aerosmith
i dont want to miss a thing,Aerosmith,1998,9,19,aerosmith,None,None,I Don't Want to Miss a Thing,Aerosmith
i dont want to miss a thing,Aerosmith,1998,9,26,aerosmith,None,None,I Don't Want to Miss a Thing,Aerosmith
the first night,Monica,1998,10,3,monica,None,None,The First Night,Monica
the first night,Monica,1998,10,10,monica,None,None,The First Night,Monica
one week,Barenaked Ladies,1998,10,17,barenaked ladies,None,None,One Week,Barenaked Ladies
the first night,Monica,1998,10,24,monica,None,None,The First Night,Monica
the first night,Monica,1998,10,31,monica,None,None,The First Night,Monica
the first night,Monica,1998,11,7,monica,None,None,The First Night,Monica
doo wop that thing,Lauryn Hill,1998,11,14,lauryn hill,None,None,Doo Wop (That Thing),Lauryn Hill
