Song,Artist(s),year,Month,Day,pri_artist,sec_art_1,sec_art_2,SongTitle,PriArtName
theme from swat,Rhythm Heritage,1976,2,28,rhythm heritage,None,None,Theme from S.W.A.T.,Rhythm Heritage
love machine,The Miracles,1976,3,6,the miracles,None,None,Love Machine,The Miracles
december 1963 oh what a night,The Four Seasons,1976,3,13,the four seasons,None,None,"December, 1963 (Oh, What a Night)",The Four Seasons
december 1963 oh what a night,The Four Seasons,1976,3,20,the four seasons,None,None,"December, 1963 (Oh, What a Night)",The Four Seasons
december 1963 oh what a night,The Four Seasons,1976,3,27,the four seasons,None,None,"December, 1963 (Oh, What a Night)",The Four Seasons
disco lady,Johnnie Taylor,1976,4,3,johnnie taylor,None,None,Disco Lady,Johnnie Taylor
disco lady,Johnnie Taylor,1976,4,10,johnnie taylor,None,None,Disco Lady,Johnnie Taylor
disco lady,Johnnie Taylor,1976,4,17,johnnie taylor,None,None,Disco Lady,Johnnie Taylor
disco lady,Johnnie Taylor,1976,4,24,johnnie taylor,None,None,Disco Lady,Johnnie Taylor
let your love flow,The Bellamy Brothers,1976,5,1,the bellamy brothers,None,None,Let Your Love Flow,The Bellamy Brothers
welcome back,John Sebastian,1976,5,8,john sebastian,None,None,Welcome Back,John Sebastian
boogie fever,The Sylvers,1976,5,15,the sylvers,None,None,Boogie Fever,The Sylvers
silly love songs,Wings,1976,5,22,wings,None,None,Silly Love Songs,Wings
love hangover,Diana Ross,1976,5,29,diana ross,None,None,Love Hangover,Diana Ross
love hangover,Diana Ross,1976,6,5,diana ross,None,None,Love Hangover,Diana Ross
silly love songs,Wings,1976,6,12,wings,None,None,Silly Love Songs,Wings
silly love songs,Wings,1976,6,19,wings,None,None,Silly Love Songs,Wings
silly love songs,Wings,1976,6,26,wings,None,None,Silly Love Songs,Wings
silly love songs,Wings,1976,7,3,wings,None,None,Silly Love Songs,Wings
afternoon delight,Starland Vocal Band,1976,7,10,starland vocal band,None,None,Afternoon Delight,Starland Vocal Band
afternoon delight,Starland Vocal Band,1976,7,17,starland vocal band,None,None,Afternoon Delight,Starland Vocal Band
kiss and say goodbye,The Manhattans,1976,7,24,the manhattans,None,None,Kiss and Say Goodbye,The Manhattans
kiss and say goodbye,The Manhattans,1976,7,31,the manhattans,None,None,Kiss and Say Goodbye,The Manhattans
dont go breaking my heart,Elton John and Kiki Dee,1976,8,7,elton john and kiki dee,None,None,Don't Go Breaking My Heart,Elton John and Kiki Dee
dont go breaking my heart,Elton John and Kiki Dee,1976,8,14,elton john and kiki dee,None,None,Don't Go Breaking My Heart,Elton John and Kiki Dee
dont go breaking my heart,Elton John and Kiki Dee,1976,8,21,elton john and kiki dee,None,None,Don't Go Breaking My Heart,Elton John and Kiki Dee
dont go breaking my heart,Elton John and Kiki Dee,1976,8,28,elton john and kiki dee,None,None,Don't Go Breaking My Heart,Elton John and Kiki Dee
you should be dancing,Bee Gees,1976,9,4,bee gees,None,None,You Should Be Dancing,Bee Gees
shake shake shake shake your booty,KC and the Sunshine Band,1976,9,11,kc and the sunshine band,None,None,"(Shake, Shake, Shake) Shake Your Booty",KC and the Sunshine Band
play that funky music,Wild Cherry,1976,9,18,wild cherry,None,None,Play That Funky Music,Wild Cherry
play that funky music,Wild Cherry,1976,9,25,wild cherry,None,None,Play That Funky Music,Wild Cherry
play that funky music,Wild Cherry,1976,10,2,wild cherry,None,None,Play That Funky Music,Wild Cherry
a fifth of beethoven,Walter Murphy and the Big Apple Band,1976,10,9,walter murphy and the big apple band,None,None,A Fifth of Beethoven,Walter Murphy and the Big Apple Band
disco duck,Rick Dees and His Cast of Idiots,1976,10,16,rick dees and his cast of idiots,None,None,Disco Duck,Rick Dees and His Cast of Idiots
if you leave me now,Chicago,1976,10,23,chicago,None,None,If You Leave Me Now,Chicago
if you leave me now,Chicago,1976,10,30,chicago,None,None,If You Leave Me Now,Chicago
rockn me,Steve Miller Band,1976,11,6,steve miller band,None,None,Rock'n Me,Steve Miller Band
tonights the night gonna be alright,Rod Stewart,1976,11,13,rod stewart,None,None,Tonight's the Night (Gonna Be Alright),Rod Stewart
tonights the night gonna be alright,Rod Stewart,1976,11,20,rod stewart,None,None,Tonight's the Night (Gonna Be Alright),Rod Stewart
tonights the night gonna be alright,Rod Stewart,1976,11,27,rod stewart,None,None,Tonight's the Night (Gonna Be Alright),Rod Stewart
tonights the night gonna be alright,Rod Stewart,1976,12,4,rod stewart,None,None,Tonight's the Night (Gonna Be Alright),Rod Stewart
tonights the night gonna be alright,Rod Stewart,1976,12,11,rod stewart,None,None,Tonight's the Night (Gonna Be Alright),Rod Stewart
tonights the night gonna be alright,Rod Stewart,1976,12,18,rod stewart,None,None,Tonight's the Night (Gonna Be Alright),Rod Stewart
tonights the night gonna be alright,Rod Stewart,1976,12,25,rod stewart,None,None,Tonight's the Night (Gonna Be Alright),Rod Stewart
tonights the night gonna be alright,Rod Stewart,1977,1,1,rod stewart,None,None,Tonight's the Night (Gonna Be Alright),Rod Stewart
you dont have to be a star to be in my show,"Marilyn McCoo and Billy Davis, Jr.",1977,1,8,marilyn mccoo and billy davis,Jr.,None,You Don't Have to Be a Star (To Be in My Show),Marilyn McCoo and Billy Davis
you make me feel like dancing,Leo Sayer,1977,1,15,leo sayer,None,None,You Make Me Feel Like Dancing,Leo Sayer
i wish,Stevie Wonder,1977,1,22,stevie wonder,None,None,I Wish,Stevie Wonder
car wash,Rose Royce,1977,1,29,rose royce,None,None,Car Wash,Rose Royce
torn between two lovers,Mary MacGregor,1977,2,5,mary macgregor,None,None,Torn Between Two Lovers,Mary MacGregor
torn between two lovers,Mary MacGregor,1977,2,12,mary macgregor,None,None,Torn Between Two Lovers,Mary MacGregor
blinded by the light,Manfred Mann's Earth Band,1977,2,19,manfred manns earth band,None,None,Blinded by the Light,Manfred Mann's Earth Band
new kid in town,Eagles,1977,2,26,eagles,None,None,New Kid in Town,Eagles
evergreen love theme from a star is born,Barbra Streisand,1977,3,5,barbra streisand,None,None,Evergreen (Love Theme from A Star Is Born),Barbra Streisand
evergreen love theme from a star is born,Barbra Streisand,1977,3,12,barbra streisand,None,None,Evergreen (Love Theme from A Star Is Born),Barbra Streisand
evergreen love theme from a star is born,Barbra Streisand,1977,3,19,barbra streisand,None,None,Evergreen (Love Theme from A Star Is Born),Barbra Streisand
rich girl,Daryl Hall and John Oates,1977,3,26,daryl hall and john oates,None,None,Rich Girl,Daryl Hall and John Oates
rich girl,Daryl Hall and John Oates,1977,4,2,daryl hall and john oates,None,None,Rich Girl,Daryl Hall and John Oates
dancing queen,ABBA,1977,4,9,abba,None,None,Dancing Queen,ABBA
dont give up on us,David Soul,1977,4,16,david soul,None,None,Don't Give Up on Us,David Soul
dont leave me this way,Thelma Houston,1977,4,23,thelma houston,None,None,Don't Leave Me This Way,Thelma Houston
southern nights,Glen Campbell,1977,4,30,glen campbell,None,None,Southern Nights,Glen Campbell
hotel california,Eagles,1977,5,7,eagles,None,None,Hotel California,Eagles
when i need you,Leo Sayer,1977,5,14,leo sayer,None,None,When I Need You,Leo Sayer
sir duke,Stevie Wonder,1977,5,21,stevie wonder,None,None,Sir Duke,Stevie Wonder
sir duke,Stevie Wonder,1977,5,28,stevie wonder,None,None,Sir Duke,Stevie Wonder
sir duke,Stevie Wonder,1977,6,4,stevie wonder,None,None,Sir Duke,Stevie Wonder
im your boogie man,KC and the Sunshine Band,1977,6,11,kc and the sunshine band,None,None,I'm Your Boogie Man,KC and the Sunshine Band
dreams,Fleetwood Mac,1977,6,18,fleetwood mac,None,None,Dreams,Fleetwood Mac
got to give it up,Marvin Gaye,1977,6,25,marvin gaye,None,None,Got to Give It Up,Marvin Gaye
gonna fly now theme from rocky,Bill Conti,1977,7,2,bill conti,None,None,Gonna Fly Now (Theme From Rocky),Bill Conti
undercover angel,Alan O'Day,1977,7,9,alan oday,None,None,Undercover Angel,Alan O'Day
da doo ron ron,Shaun Cassidy,1977,7,16,shaun cassidy,None,None,Da Doo Ron Ron,Shaun Cassidy
looks like we made it,Barry Manilow,1977,7,23,barry manilow,None,None,Looks Like We Made It,Barry Manilow
i just want to be your everything,Andy Gibb,1977,7,30,andy gibb,None,None,I Just Want to Be Your Everything,Andy Gibb
i just want to be your everything,Andy Gibb,1977,8,6,andy gibb,None,None,I Just Want to Be Your Everything,Andy Gibb
i just want to be your everything,Andy Gibb,1977,8,13,andy gibb,None,None,I Just Want to Be Your Everything,Andy Gibb
best of my love,The Emotions,1977,8,20,the emotions,None,None,Best of My Love,The Emotions
best of my love,The Emotions,1977,8,27,the emotions,None,None,Best of My Love,The Emotions
best of my love,The Emotions,1977,9,3,the emotions,None,None,Best of My Love,The Emotions
best of my love,The Emotions,1977,9,10,the emotions,None,None,Best of My Love,The Emotions
i just want to be your everything,Andy Gibb,1977,9,17,andy gibb,None,None,I Just Want to Be Your Everything,Andy Gibb
best of my love,The Emotions,1977,9,24,the emotions,None,None,Best of My Love,The Emotions
star wars themecantina band,Meco,1977,10,1,meco,None,None,Star Wars Theme/Cantina Band,Meco
star wars themecantina band,Meco,1977,10,8,meco,None,None,Star Wars Theme/Cantina Band,Meco
you light up my life,Debby Boone,1977,10,15,debby boone,None,None,You Light Up My Life,Debby Boone
you light up my life,Debby Boone,1977,10,22,debby boone,None,None,You Light Up My Life,Debby Boone
you light up my life,Debby Boone,1977,10,29,debby boone,None,None,You Light Up My Life,Debby Boone
you light up my life,Debby Boone,1977,11,5,debby boone,None,None,You Light Up My Life,Debby Boone
you light up my life,Debby Boone,1977,11,12,debby boone,None,None,You Light Up My Life,Debby Boone
you light up my life,Debby Boone,1977,11,19,debby boone,None,None,You Light Up My Life,Debby Boone
you light up my life,Debby Boone,1977,11,26,debby boone,None,None,You Light Up My Life,Debby Boone
you light up my life,Debby Boone,1977,12,3,debby boone,None,None,You Light Up My Life,Debby Boone
you light up my life,Debby Boone,1977,12,10,debby boone,None,None,You Light Up My Life,Debby Boone
you light up my life,Debby Boone,1977,12,17,debby boone,None,None,You Light Up My Life,Debby Boone
how deep is your love,Bee Gees,1977,12,24,bee gees,None,None,How Deep Is Your Love,Bee Gees
how deep is your love,Bee Gees,1977,12,31,bee gees,None,None,How Deep Is Your Love,Bee Gees
how deep is your love,Bee Gees,1978,1,7,bee gees,None,None,How Deep Is Your Love,Bee Gees
baby come back,Player,1978,1,14,player,None,None,Baby Come Back,Player
baby come back,Player,1978,1,21,player,None,None,Baby Come Back,Player
baby come back,Player,1978,1,28,player,None,None,Baby Come Back,Player
stayin alive,Bee Gees,1978,2,4,bee gees,None,None,Stayin' Alive,Bee Gees
stayin alive,Bee Gees,1978,2,11,bee gees,None,None,Stayin' Alive,Bee Gees
stayin alive,Bee Gees,1978,2,18,bee gees,None,None,Stayin' Alive,Bee Gees
stayin alive,Bee Gees,1978,2,25,bee gees,None,None,Stayin' Alive,Bee Gees
love is thicker than water,Andy Gibb,1978,3,4,andy gibb,None,None,(Love Is) Thicker Than Water,Andy Gibb
love is thicker than water,Andy Gibb,1978,3,11,andy gibb,None,None,(Love Is) Thicker Than Water,Andy Gibb
night fever,Bee Gees,1978,3,18,bee gees,None,None,Night Fever,Bee Gees
night fever,Bee Gees,1978,3,25,bee gees,None,None,Night Fever,Bee Gees
night fever,Bee Gees,1978,4,1,bee gees,None,None,Night Fever,Bee Gees
night fever,Bee Gees,1978,4,8,bee gees,None,None,Night Fever,Bee Gees
night fever,Bee Gees,1978,4,15,bee gees,None,None,Night Fever,Bee Gees
night fever,Bee Gees,1978,4,22,bee gees,None,None,Night Fever,Bee Gees
night fever,Bee Gees,1978,4,29,bee gees,None,None,Night Fever,Bee Gees
night fever,Bee Gees,1978,5,6,bee gees,None,None,Night Fever,Bee Gees
if i cant have you,Yvonne Elliman,1978,5,13,yvonne elliman,None,None,If I Can't Have You,Yvonne Elliman
with a little luck,Wings,1978,5,20,wings,None,None,With a Little Luck,Wings
with a little luck,Wings,1978,5,27,wings,None,None,With a Little Luck,Wings
too much too little too late,Johnny Mathis and Deniece Williams,1978,6,3,johnny mathis and deniece williams,None,None,"Too Much, Too Little, Too Late",Johnny Mathis and Deniece Williams
youre the one that i want,John Travolta and Olivia Newton-John,1978,6,10,john travolta and olivia newton-john,None,None,You're the One That I Want,John Travolta and Olivia Newton-John
shadow dancing,Andy Gibb,1978,6,17,andy gibb,None,None,Shadow Dancing,Andy Gibb
shadow dancing,Andy Gibb,1978,6,24,andy gibb,None,None,Shadow Dancing,Andy Gibb
shadow dancing,Andy Gibb,1978,7,1,andy gibb,None,None,Shadow Dancing,Andy Gibb
shadow dancing,Andy Gibb,1978,7,8,andy gibb,None,None,Shadow Dancing,Andy Gibb
shadow dancing,Andy Gibb,1978,7,15,andy gibb,None,None,Shadow Dancing,Andy Gibb
shadow dancing,Andy Gibb,1978,7,22,andy gibb,None,None,Shadow Dancing,Andy Gibb
shadow dancing,Andy Gibb,1978,7,29,andy gibb,None,None,Shadow Dancing,Andy Gibb
miss you,The Rolling Stones,1978,8,5,the rolling stones,None,None,Miss You,The Rolling Stones
three times a lady,Commodores,1978,8,12,commodores,None,None,Three Times a Lady,Commodores
three times a lady,Commodores,1978,8,19,commodores,None,None,Three Times a Lady,Commodores
grease,Frankie Valli,1978,8,26,frankie valli,None,None,Grease,Frankie Valli
grease,Frankie Valli,1978,9,2,frankie valli,None,None,Grease,Frankie Valli
boogie oogie oogie,A Taste of Honey,1978,9,9,a taste of honey,None,None,Boogie Oogie Oogie,A Taste of Honey
boogie oogie oogie,A Taste of Honey,1978,9,16,a taste of honey,None,None,Boogie Oogie Oogie,A Taste of Honey
boogie oogie oogie,A Taste of Honey,1978,9,23,a taste of honey,None,None,Boogie Oogie Oogie,A Taste of Honey
kiss you all over,Exile,1978,9,30,exile,None,None,Kiss You All Over,Exile
kiss you all over,Exile,1978,10,7,exile,None,None,Kiss You All Over,Exile
kiss you all over,Exile,1978,10,14,exile,None,None,Kiss You All Over,Exile
kiss you all over,Exile,1978,10,21,exile,None,None,Kiss You All Over,Exile
hot child in the city,Nick Gilder,1978,10,28,nick gilder,None,None,Hot Child in the City,Nick Gilder
you needed me,Anne Murray,1978,11,4,anne murray,None,None,You Needed Me,Anne Murray
macarthur park,Donna Summer,1978,11,11,donna summer,None,None,MacArthur Park,Donna Summer
macarthur park,Donna Summer,1978,11,18,donna summer,None,None,MacArthur Park,Donna Summer
macarthur park,Donna Summer,1978,11,25,donna summer,None,None,MacArthur Park,Donna Summer
you dont bring me flowers,Barbra Streisand and Neil Diamond,1978,12,2,barbra streisand and neil diamond,None,None,You Don't Bring Me Flowers,Barbra Streisand and Neil Diamond
le freak,Chic,1978,12,9,chic,None,None,Le Freak,Chic
you dont bring me flowers,Barbra Streisand and Neil Diamond,1978,12,16,barbra streisand and neil diamond,None,None,You Don't Bring Me Flowers,Barbra Streisand and Neil Diamond
le freak,Chic,1978,12,23,chic,None,None,Le Freak,Chic
le freak,Chic,1978,12,30,chic,None,None,Le Freak,Chic
too much heaven,Bee Gees,1979,1,6,bee gees,None,None,Too Much Heaven,Bee Gees
too much heaven,Bee Gees,1979,1,13,bee gees,None,None,Too Much Heaven,Bee Gees
le freak,Chic,1979,1,20,chic,None,None,Le Freak,Chic
le freak,Chic,1979,1,27,chic,None,None,Le Freak,Chic
le freak,Chic,1979,2,3,chic,None,None,Le Freak,Chic
da ya think im sexy?,Rod Stewart,1979,2,10,rod stewart,None,None,Da Ya Think I'm Sexy?,Rod Stewart
da ya think im sexy?,Rod Stewart,1979,2,17,rod stewart,None,None,Da Ya Think I'm Sexy?,Rod Stewart
da ya think im sexy?,Rod Stewart,1979,2,24,rod stewart,None,None,Da Ya Think I'm Sexy?,Rod Stewart
da ya think im sexy?,Rod Stewart,1979,3,3,rod stewart,None,None,Da Ya Think I'm Sexy?,Rod Stewart
i will survive,Gloria Gaynor,1979,3,10,gloria gaynor,None,None,I Will Survive,Gloria Gaynor
i will survive,Gloria Gaynor,1979,3,17,gloria gaynor,None,None,I Will Survive,Gloria Gaynor
tragedy,Bee Gees,1979,3,24,bee gees,None,None,Tragedy,Bee Gees
tragedy,Bee Gees,1979,3,31,bee gees,None,None,Tragedy,Bee Gees
i will survive,Gloria Gaynor,1979,4,7,gloria gaynor,None,None,I Will Survive,Gloria Gaynor
what a fool believes,The Doobie Brothers,1979,4,14,the doobie brothers,None,None,What a Fool Believes,The Doobie Brothers
knock on wood,Amii Stewart,1979,4,21,amii stewart,None,None,Knock on Wood,Amii Stewart
heart of glass,Blondie,1979,4,28,blondie,None,None,Heart of Glass,Blondie
reunited,Peaches & Herb,1979,5,5,peaches and herb,None,None,Reunited,Peaches & Herb
reunited,Peaches & Herb,1979,5,12,peaches and herb,None,None,Reunited,Peaches & Herb
reunited,Peaches & Herb,1979,5,19,peaches and herb,None,None,Reunited,Peaches & Herb
reunited,Peaches & Herb,1979,5,26,peaches and herb,None,None,Reunited,Peaches & Herb
hot stuff,Donna Summer,1979,6,2,donna summer,None,None,Hot Stuff,Donna Summer
love you inside out,Bee Gees,1979,6,9,bee gees,None,None,Love You Inside Out,Bee Gees
hot stuff,Donna Summer,1979,6,16,donna summer,None,None,Hot Stuff,Donna Summer
hot stuff,Donna Summer,1979,6,23,donna summer,None,None,Hot Stuff,Donna Summer
ring my bell,Anita Ward,1979,6,30,anita ward,None,None,Ring My Bell,Anita Ward
